id,trip_id,driver_id,type,amount,date
exp_7757,trip_2262,driver_40,Food Allowance,1300,2025-06-13T06:35:00
exp_7758,trip_2262,driver_40,Food Allowance,251,2025-06-13T06:35:00
exp_7759,trip_2263,driver_15,Parking,1053,2025-06-12T09:53:00
exp_7760,trip_2263,driver_15,Parking,410,2025-06-12T09:53:00
exp_7761,trip_2263,driver_15,Fines,967,2025-06-12T15:53:00
exp_7762,trip_2264,driver_68,FASTag Toll,1423,2025-06-12T18:23:00
exp_7763,trip_2264,driver_68,FASTag Toll,1371,2025-06-12T12:23:00
exp_7764,trip_2264,driver_68,Food Allowance,233,2025-06-12T20:23:00
exp_7765,trip_2264,driver_68,Food Allowance,867,2025-06-12T14:23:00
exp_7766,trip_2265,driver_2,Food Allowance,531,2025-06-13T14:40:00
exp_7767,trip_2265,driver_2,Food Allowance,1080,2025-06-13T23:40:00
exp_7768,trip_2265,driver_2,FASTag Toll,523,2025-06-14T04:40:00
exp_7769,trip_2266,driver_73,FASTag Toll,1357,2025-06-13T17:51:00
exp_7770,trip_2266,driver_73,Miscellaneous,1297,2025-06-13T14:51:00
exp_7771,trip_2266,driver_73,Parking,869,2025-06-13T15:51:00
exp_7772,trip_2267,driver_64,Food Allowance,1420,2025-06-13T16:47:00
exp_7773,trip_2267,driver_64,Food Allowance,503,2025-06-14T07:47:00
exp_7774,trip_2267,driver_64,Parking,139,2025-06-13T20:47:00
exp_7775,trip_2268,driver_38,Fines,847,2025-06-13T18:13:00
exp_7776,trip_2268,driver_38,Miscellaneous,1088,2025-06-13T20:13:00
exp_7777,trip_2268,driver_38,Fines,871,2025-06-13T16:13:00
exp_7778,trip_2268,driver_38,Fines,449,2025-06-13T14:13:00
exp_7779,trip_2269,driver_46,Parking,730,2025-06-13T09:09:00
exp_7780,trip_2269,driver_46,Miscellaneous,789,2025-06-13T05:09:00
exp_7781,trip_2269,driver_46,Parking,658,2025-06-13T14:09:00
exp_7782,trip_2269,driver_46,FASTag Toll,669,2025-06-13T06:09:00
exp_7783,trip_2270,driver_54,Parking,449,2025-06-13T15:20:00
exp_7784,trip_2270,driver_54,Fines,308,2025-06-13T13:20:00
exp_7785,trip_2270,driver_54,Parking,749,2025-06-13T14:20:00
exp_7786,trip_2270,driver_54,FASTag Toll,1428,2025-06-13T15:20:00
exp_7787,trip_2271,driver_51,Fines,1121,2025-06-13T13:22:00
exp_7788,trip_2271,driver_51,Food Allowance,198,2025-06-13T16:22:00
exp_7789,trip_2271,driver_51,FASTag Toll,347,2025-06-13T21:22:00
exp_7790,trip_2271,driver_51,FASTag Toll,885,2025-06-13T11:22:00
exp_7791,trip_2272,driver_75,Miscellaneous,1010,2025-06-13T18:29:00
exp_7792,trip_2272,driver_75,FASTag Toll,919,2025-06-13T21:29:00
exp_7793,trip_2272,driver_75,Parking,515,2025-06-14T02:29:00
exp_7794,trip_2272,driver_75,Food Allowance,376,2025-06-13T23:29:00
exp_7795,trip_2273,driver_22,Fines,876,2025-06-14T01:05:00
exp_7796,trip_2273,driver_22,FASTag Toll,1066,2025-06-13T23:05:00
exp_7797,trip_2273,driver_22,Food Allowance,1173,2025-06-14T15:05:00
exp_7798,trip_2273,driver_22,Parking,1074,2025-06-14T18:05:00
exp_7799,trip_2274,driver_39,FASTag Toll,868,2025-06-14T15:03:00
exp_7800,trip_2274,driver_39,Miscellaneous,1034,2025-06-14T19:03:00
exp_7801,trip_2274,driver_39,Food Allowance,112,2025-06-14T09:03:00
exp_7802,trip_2274,driver_39,Parking,1043,2025-06-14T06:03:00
exp_7803,trip_2275,driver_61,Fines,1060,2025-06-13T12:07:00
exp_7804,trip_2275,driver_61,Food Allowance,840,2025-06-13T08:07:00
exp_7805,trip_2275,driver_61,Miscellaneous,1162,2025-06-13T06:07:00
exp_7806,trip_2276,driver_80,FASTag Toll,788,2025-06-13T15:13:00
exp_7807,trip_2276,driver_80,Miscellaneous,129,2025-06-13T12:13:00
exp_7808,trip_2276,driver_80,Fines,124,2025-06-13T20:13:00
exp_7809,trip_2276,driver_80,Parking,517,2025-06-13T23:13:00
exp_7810,trip_2277,driver_44,Parking,279,2025-06-13T03:03:00
exp_7811,trip_2277,driver_44,Food Allowance,1082,2025-06-13T03:03:00
exp_7812,trip_2277,driver_44,Food Allowance,274,2025-06-13T02:03:00
exp_7813,trip_2278,driver_8,Parking,801,2025-06-15T07:15:00
exp_7814,trip_2278,driver_8,Fines,890,2025-06-14T12:15:00
exp_7815,trip_2278,driver_8,Fines,1266,2025-06-15T06:15:00
exp_7816,trip_2278,driver_8,Parking,367,2025-06-14T10:15:00
exp_7817,trip_2279,driver_69,Food Allowance,1202,2025-06-15T00:32:00
exp_7818,trip_2279,driver_69,Fines,227,2025-06-14T22:32:00
exp_7819,trip_2279,driver_69,FASTag Toll,456,2025-06-15T02:32:00
exp_7820,trip_2279,driver_69,FASTag Toll,804,2025-06-15T05:32:00
exp_7821,trip_2280,driver_9,FASTag Toll,632,2025-06-15T00:45:00
exp_7822,trip_2280,driver_9,Food Allowance,839,2025-06-14T20:45:00
exp_7823,trip_2280,driver_9,Miscellaneous,918,2025-06-14T22:45:00
exp_7824,trip_2280,driver_9,Fines,667,2025-06-15T04:45:00
exp_7825,trip_2281,driver_39,Miscellaneous,721,2025-06-15T13:11:00
exp_7826,trip_2281,driver_39,FASTag Toll,1084,2025-06-14T19:11:00
exp_7827,trip_2281,driver_39,Food Allowance,837,2025-06-15T01:11:00
exp_7828,trip_2282,driver_3,Miscellaneous,577,2025-06-14T22:11:00
exp_7829,trip_2282,driver_3,Parking,1248,2025-06-14T22:11:00
exp_7830,trip_2282,driver_3,Food Allowance,725,2025-06-14T18:11:00
exp_7831,trip_2283,driver_55,Parking,918,2025-06-14T22:28:00
exp_7832,trip_2283,driver_55,Fines,682,2025-06-14T21:28:00
exp_7833,trip_2283,driver_55,Food Allowance,1356,2025-06-14T21:28:00
exp_7834,trip_2283,driver_55,Miscellaneous,694,2025-06-14T06:28:00
exp_7835,trip_2284,driver_29,Food Allowance,913,2025-06-14T11:54:00
exp_7836,trip_2284,driver_29,Food Allowance,605,2025-06-14T11:54:00
exp_7837,trip_2284,driver_29,Miscellaneous,305,2025-06-14T10:54:00
exp_7838,trip_2285,driver_25,Parking,899,2025-06-14T05:18:00
exp_7839,trip_2285,driver_25,Parking,1153,2025-06-14T20:18:00
exp_7840,trip_2285,driver_25,Food Allowance,787,2025-06-14T16:18:00
exp_7841,trip_2285,driver_25,Food Allowance,683,2025-06-14T19:18:00
exp_7842,trip_2286,driver_14,Parking,169,2025-06-15T06:05:00
exp_7843,trip_2286,driver_14,Miscellaneous,325,2025-06-14T23:05:00
exp_7844,trip_2286,driver_14,Food Allowance,266,2025-06-15T13:05:00
exp_7845,trip_2287,driver_40,Miscellaneous,1209,2025-06-14T16:47:00
exp_7846,trip_2287,driver_40,Fines,762,2025-06-14T20:47:00
exp_7847,trip_2287,driver_40,Fines,275,2025-06-14T20:47:00
exp_7848,trip_2287,driver_40,Food Allowance,1153,2025-06-14T20:47:00
exp_7849,trip_2288,driver_16,FASTag Toll,791,2025-06-14T14:53:00
exp_7850,trip_2288,driver_16,Food Allowance,769,2025-06-14T15:53:00
exp_7851,trip_2288,driver_16,Fines,126,2025-06-15T05:53:00
exp_7852,trip_2288,driver_16,Fines,931,2025-06-14T16:53:00
exp_7853,trip_2289,driver_33,Miscellaneous,633,2025-06-14T23:29:00
exp_7854,trip_2289,driver_33,Miscellaneous,443,2025-06-14T22:29:00
exp_7855,trip_2289,driver_33,Fines,1221,2025-06-14T22:29:00
exp_7856,trip_2290,driver_28,Fines,1034,2025-06-15T05:14:00
exp_7857,trip_2290,driver_28,Miscellaneous,1005,2025-06-15T01:14:00
exp_7858,trip_2290,driver_28,FASTag Toll,317,2025-06-14T20:14:00
exp_7859,trip_2291,driver_79,Fines,486,2025-06-15T22:08:00
exp_7860,trip_2291,driver_79,Miscellaneous,734,2025-06-15T23:08:00
exp_7861,trip_2291,driver_79,Food Allowance,290,2025-06-16T01:08:00
exp_7862,trip_2292,driver_13,Parking,1169,2025-06-15T12:47:00
exp_7863,trip_2292,driver_13,Miscellaneous,1403,2025-06-15T13:47:00
exp_7864,trip_2292,driver_13,Fines,1109,2025-06-15T12:47:00
exp_7865,trip_2293,driver_42,Fines,293,2025-06-15T14:20:00
exp_7866,trip_2293,driver_42,Parking,736,2025-06-16T08:20:00
exp_7867,trip_2293,driver_42,Miscellaneous,189,2025-06-16T02:20:00
exp_7868,trip_2294,driver_32,Fines,1295,2025-06-15T14:05:00
exp_7869,trip_2294,driver_32,Fines,652,2025-06-15T17:05:00
exp_7870,trip_2294,driver_32,FASTag Toll,1207,2025-06-15T17:05:00
exp_7871,trip_2295,driver_60,Miscellaneous,1077,2025-06-15T14:59:00
exp_7872,trip_2295,driver_60,Fines,684,2025-06-15T08:59:00
exp_7873,trip_2295,driver_60,Parking,689,2025-06-15T13:59:00
exp_7874,trip_2295,driver_60,FASTag Toll,1360,2025-06-15T10:59:00
exp_7875,trip_2296,driver_36,Food Allowance,1421,2025-06-16T05:26:00
exp_7876,trip_2296,driver_36,Fines,436,2025-06-15T23:26:00
exp_7877,trip_2296,driver_36,Food Allowance,1500,2025-06-15T18:26:00
exp_7878,trip_2297,driver_15,FASTag Toll,598,2025-06-15T10:23:00
exp_7879,trip_2297,driver_15,Parking,1394,2025-06-15T04:23:00
exp_7880,trip_2297,driver_15,FASTag Toll,465,2025-06-15T11:23:00
exp_7881,trip_2298,driver_7,Fines,1210,2025-06-15T08:45:00
exp_7882,trip_2298,driver_7,Parking,200,2025-06-15T07:45:00
exp_7883,trip_2298,driver_7,Miscellaneous,863,2025-06-15T08:45:00
exp_7884,trip_2299,driver_44,Parking,1329,2025-06-15T14:45:00
exp_7885,trip_2299,driver_44,Food Allowance,384,2025-06-15T13:45:00
exp_7886,trip_2299,driver_44,Fines,1367,2025-06-15T12:45:00
exp_7887,trip_2299,driver_44,Fines,1425,2025-06-15T21:45:00
exp_7888,trip_2300,driver_30,Parking,325,2025-06-16T00:24:00
exp_7889,trip_2300,driver_30,Miscellaneous,1008,2025-06-15T20:24:00
exp_7890,trip_2300,driver_30,Parking,555,2025-06-15T04:24:00
exp_7891,trip_2300,driver_30,Parking,723,2025-06-15T14:24:00
exp_7892,trip_2301,driver_75,Miscellaneous,392,2025-06-16T11:59:00
exp_7893,trip_2301,driver_75,Fines,1185,2025-06-16T09:59:00
exp_7894,trip_2301,driver_75,Food Allowance,150,2025-06-16T08:59:00
exp_7895,trip_2302,driver_1,Fines,999,2025-06-16T10:36:00
exp_7896,trip_2302,driver_1,Miscellaneous,1200,2025-06-16T00:36:00
exp_7897,trip_2302,driver_1,Food Allowance,1137,2025-06-16T08:36:00
exp_7898,trip_2303,driver_3,Fines,747,2025-06-16T00:02:00
exp_7899,trip_2303,driver_3,Fines,1238,2025-06-15T22:02:00
exp_7900,trip_2303,driver_3,Parking,1172,2025-06-15T23:02:00
exp_7901,trip_2304,driver_66,Fines,996,2025-06-16T22:22:00
exp_7902,trip_2304,driver_66,Miscellaneous,597,2025-06-17T00:22:00
exp_7903,trip_2304,driver_66,Fines,859,2025-06-17T12:22:00
exp_7904,trip_2305,driver_60,Miscellaneous,988,2025-06-17T08:17:00
exp_7905,trip_2305,driver_60,Food Allowance,1367,2025-06-17T11:17:00
exp_7906,trip_2305,driver_60,Miscellaneous,1063,2025-06-16T20:17:00
exp_7907,trip_2305,driver_60,Fines,464,2025-06-17T01:17:00
exp_7908,trip_2306,driver_52,Miscellaneous,1266,2025-06-16T14:16:00
exp_7909,trip_2306,driver_52,Miscellaneous,459,2025-06-17T03:16:00
exp_7910,trip_2306,driver_52,Fines,1259,2025-06-16T06:16:00
exp_7911,trip_2307,driver_45,Parking,609,2025-06-16T12:57:00
exp_7912,trip_2307,driver_45,Parking,1461,2025-06-17T03:57:00
exp_7913,trip_2307,driver_45,Miscellaneous,854,2025-06-16T19:57:00
exp_7914,trip_2308,driver_65,Parking,1478,2025-06-16T03:27:00
exp_7915,trip_2308,driver_65,Fines,1035,2025-06-17T00:27:00
exp_7916,trip_2308,driver_65,Parking,1158,2025-06-16T14:27:00
exp_7917,trip_2309,driver_61,Parking,1177,2025-06-17T04:42:00
exp_7918,trip_2309,driver_61,FASTag Toll,760,2025-06-17T09:42:00
exp_7919,trip_2309,driver_61,Miscellaneous,755,2025-06-17T06:42:00
exp_7920,trip_2310,driver_78,FASTag Toll,1137,2025-06-16T12:52:00
exp_7921,trip_2310,driver_78,Miscellaneous,1393,2025-06-16T10:52:00
exp_7922,trip_2310,driver_78,Miscellaneous,188,2025-06-16T16:52:00
exp_7923,trip_2311,driver_61,Miscellaneous,108,2025-06-17T13:57:00
exp_7924,trip_2311,driver_61,Miscellaneous,479,2025-06-16T16:57:00
exp_7925,trip_2311,driver_61,FASTag Toll,349,2025-06-17T10:57:00
exp_7926,trip_2312,driver_69,Parking,793,2025-06-16T17:56:00
exp_7927,trip_2312,driver_69,Parking,168,2025-06-17T14:56:00
exp_7928,trip_2312,driver_69,Miscellaneous,1312,2025-06-17T13:56:00
exp_7929,trip_2312,driver_69,Parking,401,2025-06-17T12:56:00
exp_7930,trip_2313,driver_17,FASTag Toll,801,2025-06-16T07:04:00
exp_7931,trip_2313,driver_17,Miscellaneous,726,2025-06-16T07:04:00
exp_7932,trip_2313,driver_17,FASTag Toll,1408,2025-06-16T07:04:00
exp_7933,trip_2314,driver_20,Miscellaneous,1195,2025-06-16T16:44:00
exp_7934,trip_2314,driver_20,FASTag Toll,628,2025-06-16T15:44:00
exp_7935,trip_2314,driver_20,FASTag Toll,849,2025-06-16T12:44:00
exp_7936,trip_2315,driver_38,FASTag Toll,1168,2025-06-17T07:00:00
exp_7937,trip_2315,driver_38,Food Allowance,1350,2025-06-17T01:00:00
exp_7938,trip_2315,driver_38,Parking,1016,2025-06-16T16:00:00
exp_7939,trip_2316,driver_79,Parking,1377,2025-06-17T18:45:00
exp_7940,trip_2316,driver_79,Fines,763,2025-06-17T20:45:00
exp_7941,trip_2316,driver_79,Parking,662,2025-06-17T00:45:00
exp_7942,trip_2316,driver_79,Fines,124,2025-06-17T23:45:00
exp_7943,trip_2317,driver_67,Fines,1394,2025-06-17T09:41:00
exp_7944,trip_2317,driver_67,Food Allowance,718,2025-06-17T05:41:00
exp_7945,trip_2317,driver_67,FASTag Toll,465,2025-06-17T10:41:00
exp_7946,trip_2318,driver_54,Fines,1259,2025-06-18T00:14:00
exp_7947,trip_2318,driver_54,Miscellaneous,725,2025-06-17T22:14:00
exp_7948,trip_2318,driver_54,Fines,395,2025-06-18T01:14:00
exp_7949,trip_2319,driver_72,Fines,871,2025-06-17T18:22:00
exp_7950,trip_2319,driver_72,Parking,833,2025-06-17T22:22:00
exp_7951,trip_2319,driver_72,Food Allowance,559,2025-06-17T21:22:00
exp_7952,trip_2320,driver_20,Fines,1177,2025-06-17T11:47:00
exp_7953,trip_2320,driver_20,Parking,199,2025-06-18T01:47:00
exp_7954,trip_2320,driver_20,Parking,741,2025-06-17T14:47:00
exp_7955,trip_2320,driver_20,FASTag Toll,782,2025-06-17T16:47:00
exp_7956,trip_2322,driver_1,Miscellaneous,176,2025-06-17T10:21:00
exp_7957,trip_2322,driver_1,FASTag Toll,402,2025-06-17T10:21:00
exp_7958,trip_2322,driver_1,Fines,720,2025-06-17T10:21:00
exp_7959,trip_2323,driver_46,FASTag Toll,1092,2025-06-18T03:51:00
exp_7960,trip_2323,driver_46,Food Allowance,1208,2025-06-17T13:51:00
exp_7961,trip_2323,driver_46,Miscellaneous,104,2025-06-17T19:51:00
exp_7962,trip_2324,driver_69,Miscellaneous,428,2025-06-17T23:49:00
exp_7963,trip_2324,driver_69,Parking,544,2025-06-17T19:49:00
exp_7964,trip_2324,driver_69,Fines,1489,2025-06-17T20:49:00
exp_7965,trip_2325,driver_17,FASTag Toll,1345,2025-06-17T21:47:00
exp_7966,trip_2325,driver_17,Miscellaneous,1263,2025-06-17T21:47:00
exp_7967,trip_2325,driver_17,Parking,1423,2025-06-17T21:47:00
exp_7968,trip_2325,driver_17,Miscellaneous,239,2025-06-18T07:47:00
exp_7969,trip_2326,driver_33,Food Allowance,1301,2025-06-17T21:59:00
exp_7970,trip_2326,driver_33,Miscellaneous,673,2025-06-17T19:59:00
exp_7971,trip_2326,driver_33,Parking,294,2025-06-17T18:59:00
exp_7972,trip_2327,driver_54,FASTag Toll,1140,2025-06-17T14:28:00
exp_7973,trip_2327,driver_54,FASTag Toll,811,2025-06-17T09:28:00
exp_7974,trip_2327,driver_54,Food Allowance,508,2025-06-17T03:28:00
exp_7975,trip_2328,driver_49,Parking,1462,2025-06-17T12:49:00
exp_7976,trip_2328,driver_49,Fines,846,2025-06-17T17:49:00
exp_7977,trip_2328,driver_49,FASTag Toll,262,2025-06-17T14:49:00
exp_7978,trip_2329,driver_58,FASTag Toll,448,2025-06-18T18:57:00
exp_7979,trip_2329,driver_58,Miscellaneous,1425,2025-06-18T09:57:00
exp_7980,trip_2329,driver_58,Fines,149,2025-06-18T10:57:00
exp_7981,trip_2329,driver_58,Miscellaneous,1316,2025-06-18T13:57:00
exp_7982,trip_2330,driver_26,Parking,599,2025-06-17T17:10:00
exp_7983,trip_2330,driver_26,Fines,256,2025-06-17T20:10:00
exp_7984,trip_2330,driver_26,Fines,1225,2025-06-17T17:10:00
exp_7985,trip_2330,driver_26,Miscellaneous,1367,2025-06-17T13:10:00
exp_7986,trip_2331,driver_34,Fines,288,2025-06-18T18:35:00
exp_7987,trip_2331,driver_34,Miscellaneous,362,2025-06-19T04:35:00
exp_7988,trip_2331,driver_34,Parking,981,2025-06-18T13:35:00
exp_7989,trip_2332,driver_56,Miscellaneous,931,2025-06-18T20:40:00
exp_7990,trip_2332,driver_56,Fines,915,2025-06-18T16:40:00
exp_7991,trip_2332,driver_56,Fines,641,2025-06-18T21:40:00
exp_7992,trip_2332,driver_56,FASTag Toll,779,2025-06-19T03:40:00
exp_7993,trip_2333,driver_74,FASTag Toll,1403,2025-06-18T21:51:00
exp_7994,trip_2333,driver_74,Miscellaneous,314,2025-06-19T12:51:00
exp_7995,trip_2333,driver_74,Food Allowance,798,2025-06-19T19:51:00
exp_7996,trip_2334,driver_16,Fines,1322,2025-06-19T16:28:00
exp_7997,trip_2334,driver_16,Food Allowance,1113,2025-06-18T20:28:00
exp_7998,trip_2334,driver_16,Parking,1278,2025-06-19T03:28:00
exp_7999,trip_2335,driver_14,Parking,930,2025-06-19T11:34:00
exp_8000,trip_2335,driver_14,Miscellaneous,915,2025-06-19T02:34:00
exp_8001,trip_2335,driver_14,FASTag Toll,837,2025-06-19T04:34:00
exp_8002,trip_2335,driver_14,Miscellaneous,454,2025-06-19T06:34:00
exp_8003,trip_2336,driver_45,Fines,1169,2025-06-18T10:57:00
exp_8004,trip_2336,driver_45,Fines,1092,2025-06-18T18:57:00
exp_8005,trip_2336,driver_45,Fines,644,2025-06-18T14:57:00
exp_8006,trip_2336,driver_45,Fines,329,2025-06-18T18:57:00
exp_8007,trip_2337,driver_42,Food Allowance,1100,2025-06-19T05:05:00
exp_8008,trip_2337,driver_42,Food Allowance,1492,2025-06-19T07:05:00
exp_8009,trip_2337,driver_42,Fines,1255,2025-06-19T00:05:00
exp_8010,trip_2337,driver_42,Parking,1331,2025-06-19T09:05:00
exp_8011,trip_2338,driver_70,FASTag Toll,893,2025-06-18T16:13:00
exp_8012,trip_2338,driver_70,Miscellaneous,1108,2025-06-18T16:13:00
exp_8013,trip_2338,driver_70,Fines,1112,2025-06-18T22:13:00
exp_8014,trip_2339,driver_4,FASTag Toll,391,2025-06-19T03:35:00
exp_8015,trip_2339,driver_4,Miscellaneous,1487,2025-06-18T20:35:00
exp_8016,trip_2339,driver_4,Food Allowance,237,2025-06-18T22:35:00
exp_8017,trip_2339,driver_4,Food Allowance,822,2025-06-18T20:35:00
exp_8018,trip_2340,driver_47,Fines,1155,2025-06-18T22:14:00
exp_8019,trip_2340,driver_47,Food Allowance,943,2025-06-18T18:14:00
exp_8020,trip_2340,driver_47,Fines,788,2025-06-19T06:14:00
exp_8021,trip_2341,driver_25,Fines,137,2025-06-18T23:23:00
exp_8022,trip_2341,driver_25,Food Allowance,277,2025-06-18T22:23:00
exp_8023,trip_2341,driver_25,Miscellaneous,590,2025-06-18T23:23:00
exp_8024,trip_2342,driver_69,FASTag Toll,487,2025-06-19T02:26:00
exp_8025,trip_2342,driver_69,Miscellaneous,453,2025-06-19T07:26:00
exp_8026,trip_2342,driver_69,Fines,856,2025-06-19T06:26:00
exp_8027,trip_2343,driver_14,Food Allowance,1252,2025-06-19T05:47:00
exp_8028,trip_2343,driver_14,Fines,932,2025-06-19T00:47:00
exp_8029,trip_2343,driver_14,Miscellaneous,464,2025-06-19T03:47:00
exp_8030,trip_2343,driver_14,FASTag Toll,1282,2025-06-18T19:47:00
exp_8031,trip_2344,driver_21,FASTag Toll,294,2025-06-20T01:46:00
exp_8032,trip_2344,driver_21,Food Allowance,639,2025-06-20T01:46:00
exp_8033,trip_2344,driver_21,FASTag Toll,1014,2025-06-19T15:46:00
exp_8034,trip_2345,driver_23,Food Allowance,666,2025-06-19T15:55:00
exp_8035,trip_2345,driver_23,Food Allowance,1057,2025-06-19T06:55:00
exp_8036,trip_2345,driver_23,Food Allowance,201,2025-06-19T12:55:00
exp_8037,trip_2345,driver_23,Fines,854,2025-06-19T12:55:00
exp_8038,trip_2346,driver_14,FASTag Toll,862,2025-06-19T05:29:00
exp_8039,trip_2346,driver_14,Food Allowance,832,2025-06-19T12:29:00
exp_8040,trip_2346,driver_14,Fines,474,2025-06-19T13:29:00
exp_8041,trip_2346,driver_14,FASTag Toll,376,2025-06-19T16:29:00
exp_8042,trip_2347,driver_9,Miscellaneous,787,2025-06-19T23:48:00
exp_8043,trip_2347,driver_9,Food Allowance,592,2025-06-20T10:48:00
exp_8044,trip_2347,driver_9,FASTag Toll,645,2025-06-20T11:48:00
exp_8045,trip_2347,driver_9,Fines,196,2025-06-20T02:48:00
exp_8046,trip_2348,driver_58,Miscellaneous,871,2025-06-19T19:02:00
exp_8047,trip_2348,driver_58,Parking,547,2025-06-19T19:02:00
exp_8048,trip_2348,driver_58,Fines,1291,2025-06-20T03:02:00
exp_8049,trip_2348,driver_58,FASTag Toll,456,2025-06-19T19:02:00
exp_8050,trip_2349,driver_56,Fines,1267,2025-06-19T21:14:00
exp_8051,trip_2349,driver_56,Parking,1430,2025-06-19T20:14:00
exp_8052,trip_2349,driver_56,FASTag Toll,775,2025-06-19T22:14:00
exp_8053,trip_2349,driver_56,Miscellaneous,1098,2025-06-19T21:14:00
exp_8054,trip_2350,driver_36,Parking,553,2025-06-19T05:59:00
exp_8055,trip_2350,driver_36,Parking,1190,2025-06-19T06:59:00
exp_8056,trip_2350,driver_36,Food Allowance,868,2025-06-19T02:59:00
exp_8057,trip_2351,driver_77,Parking,241,2025-06-19T17:32:00
exp_8058,trip_2351,driver_77,FASTag Toll,451,2025-06-19T17:32:00
exp_8059,trip_2351,driver_77,FASTag Toll,250,2025-06-19T17:32:00
exp_8060,trip_2351,driver_77,Fines,375,2025-06-19T17:32:00
exp_8061,trip_2353,driver_23,Parking,292,2025-06-19T23:15:00
exp_8062,trip_2353,driver_23,Parking,1181,2025-06-19T20:15:00
exp_8063,trip_2353,driver_23,FASTag Toll,144,2025-06-19T20:15:00
exp_8064,trip_2354,driver_65,Fines,481,2025-06-19T09:29:00
exp_8065,trip_2354,driver_65,Food Allowance,986,2025-06-19T14:29:00
exp_8066,trip_2354,driver_65,Fines,371,2025-06-19T12:29:00
exp_8067,trip_2355,driver_21,Parking,1375,2025-06-19T10:36:00
exp_8068,trip_2355,driver_21,FASTag Toll,398,2025-06-19T11:36:00
exp_8069,trip_2355,driver_21,Fines,589,2025-06-19T19:36:00
exp_8070,trip_2355,driver_21,Fines,462,2025-06-19T14:36:00
exp_8071,trip_2356,driver_41,Fines,1470,2025-06-20T01:28:00
exp_8072,trip_2356,driver_41,Food Allowance,493,2025-06-19T19:28:00
exp_8073,trip_2356,driver_41,Fines,712,2025-06-19T21:28:00
exp_8074,trip_2357,driver_36,Food Allowance,1451,2025-06-20T02:03:00
exp_8075,trip_2357,driver_36,Parking,185,2025-06-19T21:03:00
exp_8076,trip_2357,driver_36,Food Allowance,381,2025-06-19T21:03:00
exp_8077,trip_2357,driver_36,Food Allowance,989,2025-06-20T04:03:00
exp_8078,trip_2358,driver_75,FASTag Toll,546,2025-06-20T04:10:00
exp_8079,trip_2358,driver_75,FASTag Toll,324,2025-06-20T05:10:00
exp_8080,trip_2358,driver_75,Fines,200,2025-06-20T05:10:00
exp_8081,trip_2360,driver_14,FASTag Toll,1268,2025-06-20T19:57:00
exp_8082,trip_2360,driver_14,Fines,282,2025-06-20T14:57:00
exp_8083,trip_2360,driver_14,Parking,425,2025-06-20T09:57:00
exp_8084,trip_2360,driver_14,FASTag Toll,836,2025-06-20T10:57:00
exp_8085,trip_2361,driver_30,Food Allowance,148,2025-06-20T22:44:00
exp_8086,trip_2361,driver_30,FASTag Toll,129,2025-06-20T06:44:00
exp_8087,trip_2361,driver_30,Parking,558,2025-06-20T06:44:00
exp_8088,trip_2362,driver_56,Parking,646,2025-06-21T04:38:00
exp_8089,trip_2362,driver_56,Food Allowance,519,2025-06-20T09:38:00
exp_8090,trip_2362,driver_56,Parking,1123,2025-06-20T11:38:00
exp_8091,trip_2363,driver_33,Parking,1112,2025-06-21T00:34:00
exp_8092,trip_2363,driver_33,Fines,1089,2025-06-21T04:34:00
exp_8093,trip_2363,driver_33,Fines,718,2025-06-20T23:34:00
exp_8094,trip_2363,driver_33,Fines,309,2025-06-21T04:34:00
exp_8095,trip_2364,driver_26,Parking,755,2025-06-20T13:16:00
exp_8096,trip_2364,driver_26,Miscellaneous,584,2025-06-20T09:16:00
exp_8097,trip_2364,driver_26,FASTag Toll,1234,2025-06-20T10:16:00
exp_8098,trip_2365,driver_51,Parking,546,2025-06-20T15:35:00
exp_8099,trip_2365,driver_51,Food Allowance,1367,2025-06-20T19:35:00
exp_8100,trip_2365,driver_51,Fines,1338,2025-06-20T18:35:00
exp_8101,trip_2365,driver_51,Parking,418,2025-06-20T16:35:00
exp_8102,trip_2366,driver_8,FASTag Toll,534,2025-06-21T00:41:00
exp_8103,trip_2366,driver_8,Food Allowance,236,2025-06-20T23:41:00
exp_8104,trip_2366,driver_8,Fines,783,2025-06-21T05:41:00
exp_8105,trip_2367,driver_10,Parking,481,2025-06-20T19:15:00
exp_8106,trip_2367,driver_10,Fines,1447,2025-06-20T22:15:00
exp_8107,trip_2367,driver_10,Miscellaneous,106,2025-06-20T12:15:00
exp_8108,trip_2367,driver_10,Fines,639,2025-06-20T21:15:00
exp_8109,trip_2369,driver_46,FASTag Toll,753,2025-06-21T04:53:00
exp_8110,trip_2369,driver_46,Fines,1052,2025-06-20T21:53:00
exp_8111,trip_2369,driver_46,Food Allowance,1383,2025-06-21T04:53:00
exp_8112,trip_2370,driver_18,Miscellaneous,225,2025-06-20T15:02:00
exp_8113,trip_2370,driver_18,Fines,1400,2025-06-20T13:02:00
exp_8114,trip_2370,driver_18,Parking,1430,2025-06-21T01:02:00
exp_8115,trip_2370,driver_18,Fines,1263,2025-06-20T06:02:00
exp_8116,trip_2371,driver_24,Fines,425,2025-06-21T05:20:00
exp_8117,trip_2371,driver_24,Parking,106,2025-06-21T18:20:00
exp_8118,trip_2371,driver_24,Miscellaneous,1150,2025-06-21T16:20:00
exp_8119,trip_2372,driver_71,Miscellaneous,1211,2025-06-20T12:05:00
exp_8120,trip_2372,driver_71,Parking,358,2025-06-20T09:05:00
