id,vehicle_id,driver_id,client_id,origin,destination,distance_km,dispatch_time,eta,actual_arrival,status,revenue
trip_2401,vehicle_5,driver_22,client_14,Ludhiana,Delhi,1388,2025-06-23T01:55:00,2025-06-24T02:12:35.338136,2025-06-24T01:52:35.338136,completed,61072
trip_2402,vehicle_12,driver_28,client_11,Vadodara,Ludhiana,1062,2025-06-23T22:17:00,2025-06-24T22:37:22.342329,2025-06-24T22:26:22.342329,completed,69030
trip_2403,vehicle_14,driver_37,client_54,Coimbatore,Nagpur,1272,2025-06-23T08:12:00,2025-06-24T11:54:42.409867,2025-06-24T11:29:42.409867,completed,59784
trip_2404,vehicle_40,driver_2,client_38,Hyderabad,Bhopal,1353,2025-06-23T18:10:00,2025-06-25T01:18:18.402299,2025-06-25T01:31:18.402299,completed,62238
trip_2405,vehicle_60,driver_21,client_51,Bhopal,Nashik,1318,2025-06-23T12:43:00,2025-06-24T15:32:17.732235,2025-06-24T15:12:17.732235,completed,75126
trip_2406,vehicle_50,driver_31,client_55,Hyderabad,Coimbatore,605,2025-06-23T19:34:00,2025-06-24T07:25:07.853250,2025-06-24T07:32:07.853250,completed,32065
trip_2407,vehicle_35,driver_31,client_49,Ludhiana,Kanpur,945,2025-06-23T22:19:00,2025-06-24T15:49:26.333483,2025-06-24T16:05:26.333483,completed,60480
trip_2408,vehicle_34,driver_52,client_5,Nashik,Surat,568,2025-06-23T17:36:00,2025-06-24T04:41:47.479982,2025-06-24T04:44:47.479982,completed,27832
trip_2409,vehicle_57,driver_46,client_43,Gurugram,Kanpur,178,2025-06-23T00:26:00,2025-06-23T03:46:51.927184,2025-06-23T03:26:51.927184,completed,7654
trip_2410,vehicle_31,driver_62,client_1,Bhubaneswar,Nagpur,832,2025-06-23T20:42:00,2025-06-24T11:24:26.040411,2025-06-24T11:43:26.040411,completed,38272
trip_2411,vehicle_70,driver_43,client_76,Bhopal,Chennai,535,2025-06-23T13:04:00,2025-06-24T02:04:14.301333,2025-06-24T02:03:14.301333,completed,27820
trip_2412,vehicle_17,driver_65,client_55,Jammu,Jaipur,1315,2025-06-23T09:04:00,2025-06-24T12:21:22.879147,2025-06-24T12:26:22.879147,completed,85475
trip_2413,vehicle_12,driver_12,client_19,Ludhiana,Surat,832,2025-06-23T06:18:00,2025-06-24T02:53:09.769909,2025-06-24T03:21:09.769909,completed,41600
trip_2414,vehicle_2,driver_34,client_6,Surat,Lucknow,334,2025-06-23T07:31:00,2025-06-23T13:57:50.285436,2025-06-23T13:54:50.285436,completed,16032
trip_2415,vehicle_24,driver_33,client_30,Delhi,Mumbai,809,2025-06-24T12:00:00,2025-06-25T03:04:17.758846,2025-06-25T02:52:17.758846,completed,55821
trip_2416,vehicle_34,driver_33,client_50,Patna,Bhubaneswar,1095,2025-06-24T05:40:00,2025-06-25T03:51:38.799151,2025-06-25T06:51:38.799151,delayed,64605
trip_2417,vehicle_29,driver_34,client_63,Kanpur,Coimbatore,1179,2025-06-24T10:18:00,2025-06-25T09:02:10.016379,2025-06-25T09:15:10.016379,completed,58950
trip_2418,vehicle_23,driver_64,client_43,Kanpur,Chandigarh,1234,2025-06-24T07:56:00,2025-06-25T06:38:45.845794,2025-06-25T06:19:45.845794,completed,70338
trip_2419,vehicle_44,driver_66,client_50,Pune,Vadodara,1222,2025-06-24T07:52:00,2025-06-25T10:43:48.380049,2025-06-25T11:12:48.380049,completed,72098
trip_2420,vehicle_5,driver_79,client_18,Kanpur,Kanpur,711,2025-06-24T16:55:00,2025-06-25T05:06:25.758679,2025-06-25T05:09:25.758679,completed,39816
trip_2421,vehicle_19,driver_24,client_31,Bhopal,Surat,117,2025-06-24T02:26:00,2025-06-24T05:05:23.090963,2025-06-24T05:13:23.090963,completed,5031
trip_2422,vehicle_60,driver_30,client_46,Jaipur,Nashik,918,2025-06-24T06:57:00,2025-06-25T04:18:35.322124,2025-06-25T04:39:35.322124,completed,39474
trip_2423,vehicle_62,driver_56,client_9,Patna,Coimbatore,1323,2025-06-24T02:29:00,2025-06-25T09:50:49.591498,2025-06-25T09:56:49.591498,completed,66150
trip_2424,vehicle_31,driver_30,client_58,Ludhiana,Bhopal,532,2025-06-24T01:27:00,2025-06-24T12:42:07.633701,2025-06-24T12:51:07.633701,completed,36708
trip_2425,vehicle_44,driver_9,client_71,Jaipur,Jaipur,1027,2025-06-24T05:41:00,2025-06-25T01:30:15.379653,2025-06-25T01:45:15.379653,completed,60593
trip_2426,vehicle_2,driver_74,client_56,Bhubaneswar,Jaipur,241,2025-06-24T10:31:00,2025-06-24T15:00:22.949935,2025-06-24T14:50:22.949935,completed,9640
trip_2427,vehicle_21,driver_6,client_75,Bengaluru,Noida,648,2025-06-24T05:19:00,2025-06-24T19:10:49.298584,2025-06-24T19:20:49.298584,completed,44064
trip_2428,vehicle_59,driver_23,client_43,Nagpur,Vadodara,1345,2025-06-24T01:14:00,2025-06-25T00:14:41.388808,2025-06-25T00:26:41.388808,completed,71285
trip_2429,vehicle_5,driver_45,client_48,Coimbatore,Ranchi,135,2025-06-24T04:44:00,2025-06-24T07:57:44.389006,2025-06-24T07:48:44.389006,completed,5400
trip_2430,vehicle_31,driver_37,client_58,Noida,Nashik,722,2025-06-24T06:11:00,2025-06-24T19:16:26.419284,2025-06-24T19:21:26.419284,completed,33212
trip_2431,vehicle_18,driver_65,client_34,Bengaluru,Bengaluru,246,2025-06-25T15:09:00,2025-06-25T20:06:05.150148,2025-06-25T19:51:05.150148,completed,11316
trip_2432,vehicle_64,driver_45,client_74,Ahmedabad,Nagpur,1282,2025-06-25T12:23:00,2025-06-26T15:26:52.893165,2025-06-26T15:23:52.893165,completed,82048
trip_2433,vehicle_65,driver_24,client_50,Ranchi,Surat,1475,2025-06-25T08:47:00,2025-06-26T10:38:12.790137,2025-06-26T11:01:12.790137,completed,94400
trip_2434,vehicle_38,driver_67,client_10,Ludhiana,Kolkata,782,2025-06-25T15:51:00,2025-06-26T06:53:37.022291,2025-06-26T07:02:37.022291,completed,38318
trip_2435,vehicle_70,driver_48,client_49,Bhubaneswar,Vadodara,1456,2025-06-25T17:38:00,2025-06-26T23:29:11.947775,2025-06-26T23:04:11.947775,completed,61152
trip_2436,vehicle_20,driver_49,client_78,Ludhiana,Jaipur,1119,2025-06-25T23:32:00,2025-06-27T01:37:42.568478,2025-06-27T01:07:42.568478,completed,70497
trip_2437,vehicle_18,driver_5,client_54,Jaipur,Chandigarh,658,2025-06-25T06:02:00,2025-06-25T21:44:13.904474,2025-06-26T01:44:13.904474,delayed,43428
trip_2438,vehicle_26,driver_80,client_14,Kanpur,Ahmedabad,434,2025-06-25T18:43:00,2025-06-26T01:59:02.405818,2025-06-26T02:18:02.405818,completed,26040
trip_2439,vehicle_18,driver_1,client_17,Bhubaneswar,Nagpur,751,2025-06-25T08:55:00,2025-06-26T02:29:53.452158,2025-06-26T08:29:53.452158,delayed,36048
trip_2440,vehicle_39,driver_18,client_4,Indore,Chennai,457,2025-06-25T07:20:00,2025-06-25T15:42:59.226581,2025-06-25T15:29:59.226581,completed,22393
trip_2441,vehicle_38,driver_77,client_22,Ranchi,Mumbai,1441,2025-06-25T12:00:00,2025-06-26T21:43:30.650057,2025-06-26T21:15:30.650057,completed,85019
trip_2442,vehicle_33,driver_6,client_2,Jammu,Nagpur,473,2025-06-25T14:07:00,2025-06-25T23:27:13.428832,2025-06-25T23:10:13.428832,completed,30272
trip_2443,vehicle_37,driver_73,client_50,Bhubaneswar,Ludhiana,712,2025-06-25T14:32:00,2025-06-26T03:54:36.438391,2025-06-26T04:03:36.438391,completed,31328
trip_2444,vehicle_49,driver_70,client_12,Bhopal,Hyderabad,406,2025-06-25T09:23:00,2025-06-25T17:26:23.916391,2025-06-25T17:49:23.916391,completed,20300
trip_2445,vehicle_40,driver_60,client_58,Pune,Vadodara,464,2025-06-25T20:15:00,2025-06-26T04:32:13.525579,2025-06-26T09:32:13.525579,delayed,20880
trip_2446,vehicle_54,driver_25,client_19,Kanpur,Vadodara,728,2025-06-26T20:57:00,2025-06-27T11:23:07.130457,2025-06-27T11:27:07.130457,completed,36400
trip_2447,vehicle_2,driver_22,client_3,Jammu,Jaipur,1125,2025-06-26T03:55:00,2025-06-27T07:17:34.050133,2025-06-27T07:00:34.050133,completed,66375
trip_2448,vehicle_13,driver_3,client_6,Lucknow,Kolkata,1045,2025-06-26T14:42:00,2025-06-27T15:11:41.174658,2025-06-27T14:49:41.174658,completed,44935
trip_2449,vehicle_25,driver_30,client_15,Nagpur,Indore,269,2025-06-26T14:22:00,2025-06-26T19:53:46.339121,2025-06-27T03:53:46.339121,delayed,12374
trip_2450,vehicle_23,driver_27,client_48,Bhubaneswar,Bhubaneswar,1023,2025-06-26T07:36:00,2025-06-27T06:40:03.067616,2025-06-27T06:56:03.067616,completed,49104
trip_2451,vehicle_64,driver_60,client_59,Ranchi,Coimbatore,1093,2025-06-26T05:06:00,2025-06-26T23:42:12.952747,2025-06-26T23:58:12.952747,completed,69952
trip_2452,vehicle_63,driver_15,client_19,Nashik,Vadodara,1226,2025-06-26T06:09:00,2025-06-27T04:12:37.605916,2025-06-27T03:54:37.605916,completed,49040
trip_2453,vehicle_21,driver_66,client_57,Mumbai,Coimbatore,307,2025-06-26T01:46:00,2025-06-26T07:46:04.630181,2025-06-26T08:00:04.630181,completed,17192
trip_2454,vehicle_1,driver_58,client_37,Surat,Jammu,370,2025-06-26T23:32:00,2025-06-27T08:30:45.145202,2025-06-27T08:15:45.145202,completed,22940
trip_2455,vehicle_40,driver_74,client_14,Surat,Ahmedabad,1260,2025-06-26T15:33:00,2025-06-27T13:36:40.599240,2025-06-27T13:55:40.599240,completed,51660
trip_2456,vehicle_22,driver_32,client_69,Ahmedabad,Kanpur,974,2025-06-26T11:42:00,2025-06-27T09:43:56.190043,2025-06-27T09:35:56.190043,completed,49674
trip_2457,vehicle_29,driver_80,client_23,Chennai,Kanpur,1229,2025-06-26T18:15:00,2025-06-27T17:26:59.729774,2025-06-28T01:26:59.729774,delayed,52847
trip_2458,vehicle_27,driver_5,client_5,Nagpur,Ahmedabad,286,2025-06-26T10:49:00,2025-06-26T16:34:01.551029,2025-06-26T16:32:01.551029,completed,18018
trip_2459,vehicle_43,driver_35,client_77,Bengaluru,Kanpur,267,2025-06-26T01:59:00,2025-06-26T07:18:22.607699,2025-06-26T06:56:22.607699,completed,17355
trip_2460,vehicle_17,driver_78,client_54,Lucknow,Jaipur,1059,2025-06-26T14:58:00,2025-06-27T09:56:25.810607,2025-06-27T09:51:25.810607,completed,45537
trip_2461,vehicle_11,driver_41,client_36,Jammu,Coimbatore,530,2025-06-27T01:12:00,2025-06-27T11:51:23.562944,2025-06-27T11:28:23.562944,completed,29150
trip_2462,vehicle_25,driver_14,client_33,Bengaluru,Chandigarh,1081,2025-06-27T17:18:00,2025-06-28T11:19:47.636703,2025-06-28T11:41:47.636703,completed,57293
trip_2463,vehicle_55,driver_17,client_23,Delhi,Nagpur,415,2025-06-27T07:43:00,2025-06-27T16:38:18.964031,2025-06-27T16:25:18.964031,completed,26145
trip_2464,vehicle_48,driver_80,client_6,Ludhiana,Nagpur,1137,2025-06-27T19:15:00,2025-06-28T19:56:36.157943,2025-06-28T20:13:36.157943,completed,63672
trip_2465,vehicle_54,driver_72,client_65,Bhubaneswar,Vadodara,432,2025-06-27T13:14:00,2025-06-27T22:03:59.791473,2025-06-27T21:34:59.791473,completed,22464
trip_2466,vehicle_53,driver_54,client_21,Delhi,Bhubaneswar,221,2025-06-27T23:55:00,2025-06-28T03:48:13.346153,2025-06-28T04:02:13.346153,completed,11271
trip_2467,vehicle_66,driver_78,client_16,Ahmedabad,Chandigarh,318,2025-06-27T22:41:00,2025-06-28T06:32:32.492116,2025-06-28T06:47:32.492116,completed,13356
trip_2468,vehicle_41,driver_53,client_75,Jaipur,Delhi,585,2025-06-27T05:30:00,2025-06-27T17:20:22.577402,2025-06-27T16:54:22.577402,completed,38025
trip_2469,vehicle_68,driver_35,client_49,Gurugram,Ludhiana,1339,2025-06-27T22:21:00,2025-06-29T00:24:45.811638,2025-06-29T00:48:45.811638,completed,84357
trip_2470,vehicle_11,driver_1,client_49,Lucknow,Ranchi,1231,2025-06-27T19:46:00,2025-06-28T20:03:14.641870,2025-06-28T20:14:14.641870,completed,55395
trip_2471,vehicle_29,driver_14,client_64,Indore,Nagpur,479,2025-06-27T20:21:00,2025-06-28T04:49:22.053504,2025-06-28T04:50:22.053504,completed,19639
trip_2472,vehicle_14,driver_24,client_67,Delhi,Kolkata,1207,2025-06-27T20:59:00,2025-06-29T00:50:29.056019,2025-06-29T00:23:29.056019,completed,79662
trip_2473,vehicle_62,driver_47,client_2,Indore,Pune,1414,2025-06-27T17:31:00,2025-06-28T20:50:37.119621,2025-06-28T21:16:37.119621,completed,62216
trip_2474,vehicle_33,driver_25,client_29,Noida,Nagpur,709,2025-06-27T14:08:00,2025-06-28T03:50:52.331119,2025-06-28T04:04:52.331119,completed,43249
trip_2475,vehicle_24,driver_48,client_26,Surat,Vadodara,729,2025-06-27T15:08:00,2025-06-28T06:59:40.156787,2025-06-28T06:31:40.156787,completed,46656
trip_2476,vehicle_47,driver_62,client_20,Ranchi,Patna,204,2025-06-28T15:07:00,2025-06-28T19:42:18.992532,2025-06-28T19:13:18.992532,completed,13872
trip_2477,vehicle_9,driver_27,client_6,Ludhiana,Nagpur,357,2025-06-28T20:49:00,2025-06-29T03:17:45.612730,2025-06-29T02:49:45.612730,completed,14280
trip_2478,vehicle_45,driver_55,client_51,Nashik,Ludhiana,459,2025-06-28T23:00:00,2025-06-29T07:44:39.293835,2025-06-29T08:07:39.293835,completed,22491
trip_2479,vehicle_3,driver_34,client_71,Delhi,Pune,1124,2025-06-28T22:52:00,2025-06-29T22:13:57.019878,2025-06-29T22:17:57.019878,completed,48332
trip_2480,vehicle_55,driver_28,client_36,Chandigarh,Nashik,268,2025-06-28T09:26:00,2025-06-28T13:58:24.391774,2025-06-28T14:17:24.391774,completed,10720
trip_2481,vehicle_69,driver_69,client_3,Lucknow,Kolkata,1328,2025-06-28T19:03:00,2025-06-29T21:36:56.557561,2025-06-29T21:37:56.557561,completed,62416
trip_2482,vehicle_14,driver_73,client_58,Kanpur,Nashik,583,2025-06-28T04:56:00,2025-06-28T15:06:55.356183,2025-06-28T14:41:55.356183,completed,31482
trip_2483,vehicle_13,driver_79,client_75,Surat,Chandigarh,452,2025-06-28T19:38:00,2025-06-29T03:44:10.669053,2025-06-29T04:00:10.669053,completed,21244
trip_2484,vehicle_34,driver_69,client_47,Chennai,Gurugram,1482,2025-06-28T05:39:00,2025-06-29T17:50:30.263410,2025-06-29T17:20:30.263410,completed,100776
trip_2485,vehicle_69,driver_67,client_55,Mumbai,Surat,613,2025-06-28T10:52:00,2025-06-28T22:55:39.222883,2025-06-28T23:08:39.222883,completed,39232
trip_2486,vehicle_39,driver_70,client_52,Kanpur,Lucknow,859,2025-06-28T21:45:00,2025-06-29T14:50:57.259542,2025-06-29T21:50:57.259542,delayed,46386
trip_2487,vehicle_68,driver_47,client_11,Pune,Chandigarh,446,2025-06-28T03:18:00,2025-06-28T12:33:01.728188,2025-06-28T13:01:01.728188,completed,27652
trip_2488,vehicle_53,driver_42,client_52,Bhopal,Nagpur,667,2025-06-28T11:44:00,2025-06-28T23:50:16.405310,2025-06-28T23:34:16.405310,completed,34017
trip_2489,vehicle_48,driver_66,client_73,Bhubaneswar,Coimbatore,1438,2025-06-28T12:24:00,2025-06-29T21:09:52.874447,2025-06-30T00:09:52.874447,delayed,76214
trip_2490,vehicle_70,driver_63,client_62,Ludhiana,Surat,1385,2025-06-28T06:50:00,2025-06-29T11:26:41.908393,2025-06-29T11:49:41.908393,completed,62325
trip_2491,vehicle_31,driver_17,client_39,Ranchi,Coimbatore,503,2025-06-28T20:05:00,2025-06-29T06:21:35.337313,2025-06-29T06:44:35.337313,completed,28671
trip_2492,vehicle_37,driver_63,client_68,Indore,Bhopal,330,2025-06-29T16:51:00,2025-06-30T00:19:06.880561,2025-06-30T00:28:06.880561,completed,19470
trip_2493,vehicle_4,driver_54,client_68,Vadodara,Pune,1210,2025-06-29T07:06:00,2025-06-30T05:21:29.491389,2025-06-30T05:29:29.491389,completed,53240
trip_2494,vehicle_5,driver_2,client_75,Nashik,Nagpur,1135,2025-06-29T15:59:00,2025-06-30T12:27:48.987336,2025-06-30T16:27:48.987336,delayed,66965
trip_2495,vehicle_69,driver_75,client_41,Jammu,Vadodara,464,2025-06-29T21:03:00,2025-06-30T06:09:24.208362,2025-06-30T05:50:24.208362,completed,22272
trip_2496,vehicle_45,driver_26,client_71,Delhi,Ranchi,1112,2025-06-29T13:41:00,2025-06-30T11:10:50.220999,2025-06-30T11:13:50.220999,completed,48928
trip_2497,vehicle_36,driver_37,client_25,Pune,Ranchi,1371,2025-06-29T06:42:00,2025-06-30T14:14:57.180110,2025-06-30T14:35:57.180110,completed,63066
trip_2498,vehicle_56,driver_16,client_56,Jaipur,Coimbatore,861,2025-06-29T19:11:00,2025-06-30T10:55:29.113631,2025-06-30T10:42:29.113631,completed,49938
trip_2499,vehicle_11,driver_6,client_33,Jammu,Ahmedabad,781,2025-06-29T17:40:00,2025-06-30T08:45:33.060234,2025-06-30T08:22:33.060234,completed,33583
trip_2500,vehicle_66,driver_59,client_73,Nashik,Nashik,788,2025-06-29T13:20:00,2025-06-30T04:03:18.110618,2025-06-30T04:25:18.110618,completed,52796
trip_2501,vehicle_32,driver_71,client_53,Noida,Bengaluru,234,2025-06-29T14:16:00,2025-06-29T19:14:47.100517,2025-06-29T19:28:47.100517,completed,11934
trip_2502,vehicle_48,driver_46,client_19,Bengaluru,Jaipur,1352,2025-06-29T02:20:00,2025-06-30T11:00:03.791021,2025-06-30T11:04:03.791021,completed,86528
trip_2503,vehicle_26,driver_38,client_16,Noida,Delhi,626,2025-06-29T23:51:00,2025-06-30T14:27:33.230490,2025-06-30T14:55:33.230490,completed,33804
trip_2504,vehicle_58,driver_37,client_68,Mumbai,Pune,1395,2025-06-29T17:34:00,2025-06-30T22:03:33.579701,2025-06-30T21:49:33.579701,completed,90675
trip_2505,vehicle_24,driver_28,client_49,Noida,Bhopal,598,2025-06-29T04:50:00,2025-06-29T19:25:40.214830,2025-06-29T19:40:40.214830,completed,25714
trip_2506,vehicle_21,driver_79,client_60,Patna,Jaipur,855,2025-06-29T11:14:00,2025-06-30T05:10:55.786952,2025-06-30T05:02:55.786952,completed,59850
trip_2507,vehicle_13,driver_3,client_17,Lucknow,Hyderabad,756,2025-06-29T07:21:00,2025-06-30T01:03:07.955276,2025-06-30T01:33:07.955276,completed,34020
trip_2508,vehicle_54,driver_10,client_58,Coimbatore,Jammu,522,2025-06-30T21:33:00,2025-07-01T10:00:12.127950,2025-07-01T09:47:12.127950,completed,29232
trip_2509,vehicle_48,driver_56,client_79,Nashik,Indore,408,2025-06-30T17:20:00,2025-07-01T01:17:36.266768,2025-07-01T01:44:36.266768,completed,21216
trip_2510,vehicle_58,driver_79,client_25,Bhopal,Vadodara,518,2025-06-30T02:45:00,2025-06-30T13:47:12.845613,2025-06-30T13:56:12.845613,completed,32634
trip_2511,vehicle_14,driver_11,client_54,Noida,Nagpur,1272,2025-06-30T22:26:00,2025-07-01T21:43:42.039443,2025-07-01T21:45:42.039443,completed,89040
trip_2512,vehicle_23,driver_51,client_10,Chandigarh,Mumbai,1307,2025-06-30T20:23:00,2025-07-01T20:50:01.518977,2025-07-01T20:21:01.518977,completed,53587
trip_2513,vehicle_20,driver_63,client_10,Jaipur,Delhi,724,2025-06-30T01:58:00,2025-06-30T18:24:48.681033,2025-06-30T18:04:48.681033,completed,46336
trip_2514,vehicle_40,driver_73,client_7,Gurugram,Jammu,384,2025-06-30T23:02:00,2025-07-01T06:08:36.084220,2025-07-01T11:08:36.084220,delayed,23040
trip_2515,vehicle_1,driver_28,client_44,Chennai,Surat,499,2025-06-30T12:54:00,2025-06-30T23:30:43.855061,2025-06-30T23:07:43.855061,completed,29940
trip_2516,vehicle_20,driver_16,client_45,Mumbai,Kolkata,1031,2025-06-30T23:00:00,2025-07-01T21:42:08.981917,2025-07-01T21:48:08.981917,completed,54643
trip_2517,vehicle_7,driver_63,client_61,Chennai,Coimbatore,617,2025-06-30T07:29:00,2025-06-30T20:48:22.422443,2025-07-01T05:48:22.422443,delayed,40105
trip_2518,vehicle_50,driver_19,client_73,Kanpur,Kanpur,1459,2025-06-30T14:39:00,2025-07-01T20:03:37.396749,2025-07-01T19:57:37.396749,completed,97753
trip_2519,vehicle_35,driver_48,client_75,Indore,Coimbatore,250,2025-06-30T03:51:00,2025-06-30T08:25:20.787471,2025-06-30T08:15:20.787471,completed,16000
trip_2520,vehicle_38,driver_29,client_62,Lucknow,Mumbai,942,2025-06-30T09:17:00,2025-07-01T03:31:00.471776,2025-07-01T03:49:00.471776,completed,61230
trip_2521,vehicle_44,driver_12,client_63,Kolkata,Kolkata,1175,2025-07-01T13:09:00,2025-07-02T10:47:39.176077,2025-07-02T10:46:39.176077,completed,76375
trip_2522,vehicle_5,driver_10,client_4,Kanpur,Pune,986,2025-07-01T04:18:00,2025-07-01T21:12:00.545784,2025-07-01T21:01:00.545784,completed,39440
trip_2523,vehicle_4,driver_52,client_75,Vadodara,Vadodara,1053,2025-07-01T18:38:00,2025-07-02T18:51:55.799418,2025-07-02T18:46:55.799418,completed,48438
trip_2524,vehicle_6,driver_46,client_48,Coimbatore,Bhubaneswar,278,2025-07-01T11:33:00,2025-07-01T17:38:25.755896,2025-07-01T17:40:25.755896,completed,12232
trip_2525,vehicle_57,driver_25,client_73,Bengaluru,Ahmedabad,320,2025-07-01T07:11:00,2025-07-01T13:29:16.315398,2025-07-01T20:29:16.315398,delayed,14080
trip_2526,vehicle_59,driver_4,client_18,Lucknow,Nashik,1119,2025-07-01T20:37:00,2025-07-02T20:50:43.316851,2025-07-02T20:23:43.316851,completed,55950
trip_2527,vehicle_54,driver_68,client_48,Jaipur,Vadodara,1322,2025-07-01T18:20:00,2025-07-02T20:50:26.958499,2025-07-02T20:26:26.958499,completed,74032
trip_2528,vehicle_70,driver_11,client_75,Delhi,Bhopal,440,2025-07-01T09:02:00,2025-07-01T18:30:52.833389,2025-07-01T18:54:52.833389,completed,26840
trip_2529,vehicle_47,driver_17,client_11,Surat,Indore,670,2025-07-01T16:14:00,2025-07-02T06:48:12.105839,2025-07-02T07:00:12.105839,completed,28140
trip_2530,vehicle_56,driver_34,client_65,Chandigarh,Bhubaneswar,960,2025-07-01T16:57:00,2025-07-02T09:32:03.034083,2025-07-02T09:52:03.034083,completed,38400
trip_2531,vehicle_61,driver_77,client_20,Pune,Ranchi,683,2025-07-01T14:44:00,2025-07-02T02:22:08.374459,2025-07-02T13:22:08.374459,delayed,28686
trip_2532,vehicle_30,driver_75,client_62,Chandigarh,Jammu,1442,2025-07-01T21:43:00,2025-07-03T03:04:45.605166,2025-07-03T03:34:45.605166,completed,85078
trip_2533,vehicle_63,driver_8,client_38,Ahmedabad,Bengaluru,1002,2025-07-01T17:34:00,2025-07-02T16:13:42.140937,2025-07-02T16:41:42.140937,completed,58116
trip_2534,vehicle_39,driver_57,client_30,Bhopal,Jammu,272,2025-07-02T12:13:00,2025-07-02T16:55:49.531014,2025-07-02T16:45:49.531014,completed,11696
trip_2535,vehicle_33,driver_2,client_55,Kolkata,Kolkata,368,2025-07-02T22:25:00,2025-07-03T06:38:41.654704,2025-07-03T06:28:41.654704,completed,23552
trip_2536,vehicle_5,driver_7,client_32,Patna,Kolkata,273,2025-07-02T15:02:00,2025-07-02T20:56:36.402038,2025-07-02T20:28:36.402038,completed,10920
trip_2537,vehicle_65,driver_22,client_56,Noida,Vadodara,1085,2025-07-02T07:16:00,2025-07-03T05:07:05.786855,2025-07-03T05:31:05.786855,completed,53165
trip_2538,vehicle_18,driver_62,client_71,Ludhiana,Jammu,1082,2025-07-02T22:57:00,2025-07-04T01:35:23.440316,2025-07-04T01:21:23.440316,completed,74658
trip_2539,vehicle_14,driver_58,client_56,Chennai,Nagpur,713,2025-07-02T18:24:00,2025-07-03T07:37:29.515747,2025-07-03T07:41:29.515747,completed,34937
trip_2540,vehicle_9,driver_29,client_41,Hyderabad,Surat,564,2025-07-02T22:49:00,2025-07-03T11:37:31.124882,2025-07-03T16:37:31.124882,delayed,27636
trip_2541,vehicle_36,driver_18,client_31,Indore,Ahmedabad,1076,2025-07-02T10:23:00,2025-07-03T06:44:54.927993,2025-07-03T06:24:54.927993,completed,55952
trip_2542,vehicle_53,driver_73,client_34,Hyderabad,Nashik,1332,2025-07-02T02:53:00,2025-07-03T07:56:45.235643,2025-07-03T07:47:45.235643,completed,54612
trip_2543,vehicle_24,driver_15,client_49,Coimbatore,Jaipur,363,2025-07-02T18:35:00,2025-07-03T01:05:05.409228,2025-07-03T00:51:05.409228,completed,19239
trip_2544,vehicle_1,driver_74,client_75,Indore,Vadodara,651,2025-07-02T12:14:00,2025-07-03T02:22:07.353285,2025-07-03T02:27:07.353285,completed,34503
trip_2545,vehicle_59,driver_28,client_48,Bhopal,Lucknow,979,2025-07-02T06:41:00,2025-07-02T23:02:45.291435,2025-07-02T23:02:45.291435,completed,58740
trip_2546,vehicle_46,driver_67,client_49,Mumbai,Indore,709,2025-07-02T18:04:00,2025-07-03T06:20:43.031894,2025-07-03T06:14:43.031894,completed,39704
trip_2547,vehicle_8,driver_2,client_11,Kolkata,Jammu,1326,2025-07-02T02:59:00,2025-07-03T07:35:12.712806,2025-07-03T07:15:12.712806,completed,59670
trip_2548,vehicle_25,driver_48,client_51,Hyderabad,Bengaluru,1290,2025-07-02T14:40:00,2025-07-03T20:29:07.320405,2025-07-03T20:18:07.320405,completed,87720
trip_2549,vehicle_43,driver_67,client_46,Vadodara,Delhi,1033,2025-07-02T18:57:00,2025-07-03T15:28:54.926491,2025-07-03T15:25:54.926491,completed,54749
trip_2550,vehicle_53,driver_65,client_70,Ahmedabad,Ahmedabad,1107,2025-07-03T12:04:00,2025-07-04T06:31:17.053931,2025-07-04T06:50:17.053931,completed,61992
trip_2551,vehicle_35,driver_38,client_45,Chennai,Surat,941,2025-07-03T07:17:00,2025-07-04T04:55:23.546125,2025-07-04T05:24:23.546125,completed,44227
trip_2552,vehicle_16,driver_42,client_57,Chandigarh,Indore,0,2025-07-03T21:40:00,2025-07-04T18:59:25.925886,,cancelled,0
trip_2553,vehicle_18,driver_44,client_72,Pune,Ludhiana,1021,2025-07-03T19:29:00,2025-07-04T16:10:00.446950,2025-07-04T16:04:00.446950,completed,68407
trip_2554,vehicle_34,driver_7,client_37,Gurugram,Hyderabad,471,2025-07-03T22:05:00,2025-07-04T09:11:19.469494,2025-07-04T08:44:19.469494,completed,24492
trip_2555,vehicle_23,driver_14,client_60,Nashik,Jammu,1344,2025-07-03T23:06:00,2025-07-05T00:05:07.602327,2025-07-05T00:05:07.602327,completed,83328
trip_2556,vehicle_46,driver_23,client_4,Patna,Mumbai,1066,2025-07-03T16:27:00,2025-07-04T10:50:07.176872,2025-07-04T11:00:07.176872,completed,49036
trip_2557,vehicle_64,driver_66,client_1,Indore,Ranchi,625,2025-07-03T11:45:00,2025-07-04T02:29:24.495308,2025-07-04T02:44:24.495308,completed,26250
trip_2558,vehicle_67,driver_3,client_74,Lucknow,Bhopal,1136,2025-07-03T13:35:00,2025-07-04T14:18:24.965549,2025-07-04T14:09:24.965549,completed,70432
trip_2559,vehicle_16,driver_70,client_74,Gurugram,Coimbatore,1360,2025-07-03T21:18:00,2025-07-05T01:01:26.166128,2025-07-05T01:00:26.166128,completed,78880
