product_id,abc_class,service_level,lead_time,total_revenue,total_quantity,avg_daily_demand,annual_demand,demand_std_dev,unit_cost,z_score,safety_stock,reorder_point,eoq,holding_cost_per_unit,simulated_current_stock,days_to_stockout,reorder_urgency,stockout_probability,risk_category
21457,C,0.9,14,550.11,561,0.8026,292.94,11.586,0.9806,1.28,55.49,66.73,386.48,0.1961,67.83,84.51,0.0,0.0959,Medium
84925D,C,0.9,14,548.75,66,0.0944,34.46,17.8436,8.3144,1.28,85.46,86.78,45.52,1.6629,160.76,1702.59,0.0,0.0085,Low
20888,C,0.9,14,547.74,367,0.525,191.64,9.2586,1.4925,1.28,44.34,51.69,253.38,0.2985,13.79,26.26,0.7333,0.4263,Critical
37444C,C,0.9,14,546.38,868,1.2418,453.25,50.3692,0.6295,1.28,241.23,258.62,600.02,0.1259,81.89,65.94,0.6834,0.3661,Critical
21202,C,0.9,14,545.12,330,0.4721,172.32,3.2113,1.6519,1.28,15.38,21.99,228.38,0.3304,41.04,86.93,0.0,0.0021,Low
21339,C,0.9,14,544.5,30,0.0429,15.67,0.4945,18.15,1.28,2.37,2.97,20.77,3.63,5.64,131.47,0.0,0.0032,Low
21261,C,0.9,14,542.61,105,0.1502,54.83,0.9078,5.1677,1.28,4.35,6.45,72.83,1.0335,4.5,29.97,0.302,0.24,High
35969,C,0.9,14,542.47,523,0.7482,273.1,4.7044,1.0372,1.28,22.53,33.01,362.83,0.2074,25.57,34.18,0.2252,0.1955,High
79066K,C,0.9,14,542.28,629,0.8999,328.45,4.5983,0.8621,1.28,22.02,34.62,436.45,0.1724,33.22,36.92,0.0403,0.1153,High
84596K,C,0.9,14,542.16,427,0.6109,222.97,4.3825,1.2697,1.28,20.99,29.54,296.32,0.2539,26.31,43.07,0.1093,0.1394,High
85119,C,0.9,14,540.44,397,0.568,207.3,8.5834,1.3613,1.28,41.11,49.06,275.94,0.2723,22.62,39.83,0.5389,0.3239,Critical
22033,C,0.9,14,539.98,1266,1.8112,661.07,6.3088,0.4265,1.28,30.21,55.57,880.31,0.0853,100.41,55.44,0.0,0.0007,Low
20997,C,0.9,14,539.13,111,0.1588,57.96,0.7733,4.857,1.28,3.7,5.93,77.24,0.9714,3.45,21.69,0.4187,0.3364,Critical
20935,C,0.9,14,539.08,288,0.412,150.39,2.9936,1.8718,1.28,14.34,20.11,200.43,0.3744,28.95,70.27,0.0,0.0192,Medium
20943,C,0.9,14,538.96,380,0.5436,198.43,2.6645,1.4183,1.28,12.76,20.37,264.48,0.2837,4.64,8.53,0.7724,0.6173,Critical
82616C,C,0.9,14,538.6,314,0.4492,163.96,5.1431,1.7153,1.28,24.63,30.92,218.62,0.3431,5.37,11.95,0.8264,0.5191,Critical
84414B,C,0.9,14,536.24,78,0.1116,40.73,1.4908,6.8749,1.28,7.14,8.7,54.43,1.375,11.68,104.66,0.0,0.0349,Medium
21017,C,0.9,14,535.89,659,0.9428,344.11,8.5228,0.8132,1.28,40.82,54.02,459.98,0.1626,40.2,42.64,0.2559,0.1986,Critical
84865,C,0.9,14,535.69,54,0.0773,28.2,0.4346,9.9202,1.28,2.08,3.16,37.7,1.984,4.26,55.08,0.0,0.0255,Medium
84609,C,0.9,14,535.63,51,0.073,26.63,0.5289,10.5025,1.28,2.53,3.55,35.61,2.1005,0.99,13.58,0.7214,0.5062,Critical
21719,C,0.9,14,534.52,593,0.8484,309.65,3.6627,0.9014,1.28,17.54,29.42,414.44,0.1803,56.03,66.05,0.0,0.0006,Low
18007,C,0.9,14,532.97,3139,4.4907,1639.11,144.2218,0.1698,1.28,690.72,753.59,2197.01,0.034,1147.1,255.44,0.0,0.0223,Low
21375,C,0.9,14,532.3199999999999,96,0.1373,50.13,0.9552,5.545,1.28,4.57,6.5,67.23,1.109,11.47,83.5,0.0,0.0038,Low
22547,C,0.9,14,531.72,1223,1.7496,638.62,8.8991,0.4348,1.28,42.62,67.12,856.99,0.087,24.11,13.78,0.6407,0.5046,Critical
72267,C,0.9,14,530.16,265,0.3791,138.38,3.5123,2.0006,1.28,16.82,22.13,185.97,0.4001,15.67,41.34,0.2917,0.2151,Critical
20830,C,0.9,14,529.56,261,0.3734,136.29,3.8607,2.029,1.28,18.49,23.72,183.26,0.4058,18.97,50.81,0.2001,0.1707,High
22615,C,0.9,14,528.3399999999999,1790,2.5608,934.69,11.5265,0.2952,1.28,55.2,91.06,1258.31,0.059,102.04,39.85,0.0,0.0624,Medium
22403,C,0.9,14,527.88,408,0.5837,213.05,2.5391,1.2938,1.28,12.16,20.33,286.94,0.2588,13.5,23.13,0.3359,0.2874,High
90203,C,0.9,14,526.77,70,0.1001,36.55,0.6044,7.5253,1.28,2.89,4.3,49.28,1.5051,0.92,9.23,0.7848,0.5836,Critical
85188A,C,0.9,14,526.4,601,0.8598,313.83,5.04,0.8759,1.28,24.14,36.18,423.26,0.1752,28.97,33.7,0.1991,0.1846,High
21377,C,0.9,14,525.9499999999999,382,0.5465,199.47,5.9994,1.3768,1.28,28.73,36.38,269.14,0.2754,21.24,38.86,0.4164,0.2725,Critical
22963,C,0.9,14,525.8199999999999,664,0.9499,346.72,13.0365,0.7919,1.28,62.44,75.73,467.89,0.1584,63.11,66.43,0.1667,0.1536,High
21160,C,0.9,14,523.87,719,1.0286,375.44,12.1817,0.7286,1.28,58.34,72.74,507.59,0.1457,34.5,33.54,0.5258,0.3296,Critical
72728,C,0.9,14,523.15,643,0.9199,335.76,6.9052,0.8136,1.28,33.07,45.95,454.25,0.1627,27.46,29.85,0.4024,0.2863,Critical
85226C,C,0.9,14,522.3100000000001,989,1.4149,516.43,18.4838,0.5281,1.28,88.52,108.33,699.24,0.1056,139.88,98.86,0.0,0.0413,Medium
85090,C,0.9,14,522.08,98,0.1402,51.17,0.7497,5.3273,1.28,3.59,5.55,69.3,1.0655,4.65,33.17,0.1625,0.169,High
20936,C,0.9,14,521.59,231,0.3305,120.62,2.6291,2.258,1.28,12.59,17.22,163.43,0.4516,13.02,39.4,0.2438,0.1967,High
84675,C,0.9,14,521.5600000000001,189,0.2704,98.69,2.1631,2.7596,1.28,10.36,14.15,133.72,0.5519,15.76,58.3,0.0,0.0694,Medium
20733,C,0.9,14,521.34,723,1.0343,377.53,5.6757,0.7211,1.28,27.18,41.66,511.65,0.1442,65.27,63.1,0.0,0.0084,Low
22233,C,0.9,14,520.47,303,0.4335,158.22,2.5782,1.7177,1.28,12.35,18.42,214.6,0.3435,15.1,34.83,0.1802,0.1746,High
21319,C,0.9,14,519.25,311,0.4449,162.4,3.4725,1.6696,1.28,16.63,22.86,220.53,0.3339,27.8,62.49,0.0,0.0484,Medium
21883,C,0.9,14,518.33,760,1.0873,396.85,3.9676,0.682,1.28,19.0,34.22,539.39,0.1364,66.25,60.93,0.0,0.0003,Low
22123,C,0.9,14,517.8199999999999,128,0.1831,66.84,1.9822,4.0455,1.28,9.49,12.06,90.89,0.8091,13.16,71.89,0.0,0.0765,Medium
84657,C,0.9,14,517.48,246,0.3519,128.45,4.3189,2.1036,1.28,20.68,25.61,174.74,0.4207,46.83,133.08,0.0,0.0048,Low
37423,C,0.9,14,515.5,3138,4.4893,1638.58,193.4826,0.1643,1.28,926.65,989.5,2233.22,0.0329,1591.09,354.42,0.0,0.0174,Low
84919,C,0.9,14,514.66,61,0.0873,31.85,8.7903,8.437,1.28,42.1,43.32,43.45,1.6874,9.17,105.02,0.7884,0.4046,Critical
22255,C,0.9,14,514.1999999999999,542,0.7754,283.02,3.7702,0.9487,1.28,18.06,28.91,386.21,0.1897,26.46,34.13,0.0847,0.1343,High
90120D,C,0.9,14,512.34,124,0.1774,64.75,1.402,4.1318,1.28,6.71,9.2,88.52,0.8264,13.12,73.98,0.0,0.0213,Medium
84625C,C,0.9,14,511.61,310,0.4435,161.87,3.6013,1.6504,1.28,17.25,23.46,221.45,0.3301,46.32,104.45,0.0,0.0015,Low
21320,C,0.9,14,511.32,186,0.2661,97.12,1.8429,2.749,1.28,8.83,12.55,132.91,0.5498,12.19,45.8,0.0291,0.1099,High
21378,C,0.9,14,511.08,418,0.598,218.27,5.9342,1.2227,1.28,28.42,36.79,298.76,0.2445,10.17,17.0,0.7237,0.4678,Critical
84989B,C,0.9,14,510.15,1009,1.4435,526.87,9.9266,0.5056,1.28,47.54,67.75,721.83,0.1011,79.12,54.81,0.0,0.0564,Medium
84952C,C,0.9,14,510.13,269,0.3848,140.46,4.208,1.8964,1.28,20.15,25.54,192.44,0.3793,8.7,22.6,0.6595,0.4168,Critical
85170D,C,0.9,14,509.9,274,0.392,143.08,3.9858,1.8609,1.28,19.09,24.58,196.07,0.3722,37.55,95.8,0.0,0.0158,Low
20804,C,0.9,14,509.71000000000004,277,0.3963,144.64,6.0721,1.8401,1.28,29.08,34.63,198.25,0.368,36.87,93.03,0.0,0.084,Medium
21129,C,0.9,14,509.07,69,0.0987,36.03,0.6105,7.3778,1.28,2.92,4.31,49.41,1.4756,6.35,64.32,0.0,0.0148,Medium
21641,C,0.9,14,507.99999999999994,521,0.7454,272.05,3.9594,0.975,1.28,18.96,29.4,373.51,0.195,51.5,69.09,0.0,0.0028,Low
85104,C,0.9,14,507.59000000000003,153,0.2189,79.89,2.0127,3.3176,1.28,9.64,12.7,109.73,0.6635,16.45,75.16,0.0,0.0377,Medium
22116,C,0.9,14,507.08000000000004,254,0.3634,132.63,3.9469,1.9964,1.28,18.9,23.99,182.26,0.3993,30.32,83.43,0.0,0.0438,Medium
21734,C,0.9,14,506.99,91,0.1302,47.52,0.9311,5.5713,1.28,4.46,6.28,65.3,1.1143,9.63,74.01,0.0,0.0125,Low
84615,C,0.9,14,506.79999999999995,202,0.289,105.48,3.2188,2.5089,1.28,15.42,19.46,144.99,0.5018,33.1,114.53,0.0,0.0079,Low
22913,C,0.9,14,506.24,110,0.1574,57.44,2.0477,4.6022,1.28,9.81,12.01,79.0,0.9204,21.03,133.65,0.0,0.007,Low
20753,C,0.9,14,504.8,216,0.309,112.79,2.5708,2.337,1.28,12.31,16.64,155.34,0.4674,2.82,9.11,0.8308,0.5624,Critical
37352,C,0.9,14,504.55,4643,6.6423,2424.46,174.2897,0.1087,1.28,834.73,927.72,3339.95,0.0217,1073.15,161.56,0.0,0.0664,Medium
90199C,C,0.9,14,503.09999999999997,86,0.123,44.91,1.9238,5.85,1.28,9.21,10.94,61.95,1.17,5.59,45.41,0.4891,0.2957,Critical
82613B,C,0.9,14,502.9,320,0.4578,167.1,1.8269,1.5716,1.28,8.75,15.16,230.57,0.3143,26.29,57.44,0.0,0.0018,Low
16169P,C,0.9,14,502.25,1675,2.3963,874.64,20.1307,0.2999,1.28,96.41,129.96,1207.67,0.06,173.1,72.24,0.0,0.032,Medium
84993A,C,0.9,14,501.1,1155,1.6524,603.11,6.059,0.4339,1.28,29.02,52.15,833.71,0.0868,46.85,28.36,0.1016,0.1477,High
72818,C,0.9,14,501.02,594,0.8498,310.17,4.5999,0.8435,1.28,22.03,33.93,428.8,0.1687,15.52,18.26,0.5426,0.4167,Critical
21847,C,0.9,14,500.69,272,0.3891,142.03,4.9842,1.8408,1.28,23.87,29.32,196.42,0.3682,21.82,56.07,0.2559,0.19,Critical
85213,C,0.9,14,500.10999999999996,550,0.7868,287.2,5.492,0.9093,1.28,26.3,37.32,397.4,0.1819,53.63,68.16,0.0,0.019,Medium
84632,C,0.9,14,499.55,9,0.0129,4.7,0.173,55.5056,1.28,0.83,1.01,6.51,11.1011,0.49,38.25,0.5117,0.3147,Critical
84849A,C,0.9,14,499.37,296,0.4235,154.56,4.0091,1.6871,1.28,19.2,25.13,214.03,0.3374,6.98,16.49,0.7222,0.472,Critical
85163A,C,0.9,14,499.16999999999996,37,0.0529,19.32,0.3531,13.4911,1.28,1.69,2.43,26.76,2.6982,4.35,82.13,0.0,0.0032,Low
84805B,C,0.9,14,498.90000000000003,302,0.432,157.7,6.2954,1.652,1.28,30.15,36.2,218.47,0.3304,56.18,130.04,0.0,0.0167,Low
84596G,C,0.9,14,498.75,376,0.5379,196.34,2.3344,1.3265,1.28,11.18,18.71,272.04,0.2653,8.97,16.68,0.5204,0.4344,Critical
37475,C,0.9,14,498.58,46,0.0658,24.02,0.3951,10.8387,1.28,1.89,2.81,33.29,2.1677,1.84,28.02,0.3446,0.2663,Critical
21200,C,0.9,14,498.37,277,0.3963,144.64,2.4668,1.7992,1.28,11.81,17.36,200.49,0.3598,33.8,85.3,0.0,0.0011,Low
35600D,C,0.9,14,497.70000000000005,141,0.2017,73.63,2.249,3.5298,1.28,10.77,13.6,102.12,0.706,19.65,97.43,0.0,0.0228,Medium
22135,C,0.9,14,496.97,1070,1.5308,558.73,11.9249,0.4645,1.28,57.11,78.54,775.55,0.0929,98.96,64.65,0.0,0.0411,Medium
72817,C,0.9,14,496.83,378,0.5408,197.38,3.6779,1.3144,1.28,17.61,25.19,274.02,0.2629,17.24,31.88,0.3155,0.2412,Critical
15056bl,C,0.9,14,496.64000000000004,39,0.0558,20.36,0.402,12.7344,1.28,1.93,2.71,28.28,2.5469,1.81,32.42,0.3317,0.2472,Critical
20864,C,0.9,14,496.04,251,0.3591,131.07,4.2153,1.9763,1.28,20.19,25.22,182.1,0.3953,4.42,12.3,0.8249,0.5155,Critical
85142,C,0.9,14,494.63,56,0.0801,29.24,0.4534,8.8327,1.28,2.17,3.29,40.69,1.7665,4.89,61.01,0.0,0.0132,Medium
20763,C,0.9,14,494.19,192,0.2747,100.26,2.7214,2.5739,1.28,13.03,16.88,139.56,0.5148,3.07,11.19,0.818,0.5303,Critical
16239,C,0.9,14,492.17,347,0.4964,181.19,11.0844,1.4184,1.28,53.09,60.04,252.73,0.2837,6.56,13.21,0.8908,0.5038,Critical
35972,C,0.9,14,491.38,344,0.4921,179.63,3.2083,1.4284,1.28,15.37,22.26,250.75,0.2857,33.07,67.2,0.0,0.0146,Medium
22717,C,0.9,14,490.23,1191,1.7039,621.91,12.1763,0.4116,1.28,58.32,82.17,869.17,0.0823,156.36,91.77,0.0,0.0018,Low
22715,C,0.9,14,489.99,1176,1.6824,614.08,7.4662,0.4167,1.28,35.76,59.31,858.43,0.0833,91.18,54.2,0.0,0.0077,Low
85111,C,0.9,14,489.8,1366,1.9542,713.29,35.4919,0.3586,1.28,169.98,197.34,997.32,0.0717,196.57,100.59,0.0039,0.1013,High
20932,C,0.9,14,488.93,122,0.1745,63.71,1.1597,4.0076,1.28,5.55,8.0,89.15,0.8015,8.19,46.9,0.0,0.0929,Medium
90010B,C,0.9,14,487.7,53,0.0758,27.68,0.5851,9.2019,1.28,2.8,3.86,38.78,1.8404,3.59,47.32,0.0713,0.1242,High
22258,C,0.9,14,487.16,382,0.5465,199.47,6.1587,1.2753,1.28,29.5,37.15,279.65,0.2551,26.63,48.72,0.2832,0.2051,Critical
84706D,C,0.9,14,486.53999999999996,212,0.3033,110.7,2.8969,2.295,1.28,13.87,18.12,155.3,0.459,19.77,65.2,0.0,0.076,Medium
82616B,C,0.9,14,485.73,267,0.382,139.42,3.3538,1.8192,1.28,16.06,21.41,195.75,0.3638,19.68,51.52,0.0808,0.1267,High
22964,C,0.9,14,485.16,225,0.3219,117.49,2.3917,2.1563,1.28,11.45,15.96,165.06,0.4313,19.74,61.31,0.0,0.0444,Medium
85163B,C,0.9,14,484.98,31,0.0443,16.19,0.2383,15.6445,1.28,1.14,1.76,22.75,3.1289,3.18,71.77,0.0,0.002,Low
20903,C,0.9,14,484.26,106,0.1516,55.35,1.6103,4.5685,1.28,7.71,9.84,77.83,0.9137,19.58,129.1,0.0,0.0019,Low
22783,C,0.9,14,482.7,26,0.0372,13.58,0.3611,18.5654,1.28,1.73,2.25,19.12,3.7131,0.56,15.1,0.7504,0.4879,Critical
22042,C,0.9,14,482.15,1394,1.9943,727.91,9.056,0.3459,1.28,43.37,71.29,1025.8,0.0692,59.24,29.7,0.1691,0.1777,High
84974,C,0.9,14,481.54999999999995,49,0.0701,25.59,0.4308,9.8276,1.28,2.06,3.04,36.08,1.9655,1.35,19.26,0.5567,0.4096,Critical
17012C,C,0.9,14,481.15,441,0.6309,230.28,10.2719,1.091,1.28,49.2,58.03,324.86,0.2182,44.63,70.73,0.231,0.1759,Critical
84826,C,0.9,14,479.7,572,0.8183,298.68,7.5074,0.8386,1.28,35.96,47.41,421.99,0.1677,30.64,37.44,0.3538,0.2474,Critical
16244A,C,0.9,14,479.40999999999997,186,0.2661,97.12,3.8119,2.5775,1.28,18.26,21.98,137.26,0.5155,9.49,35.66,0.5684,0.3431,Critical
85091,C,0.9,14,479.11,326,0.4664,170.23,10.0792,1.4697,1.28,48.27,54.8,240.65,0.2939,85.04,182.34,0.0,0.0187,Low
16049,C,0.9,14,478.4,2665,3.8126,1391.6,35.3797,0.1795,1.28,169.44,222.82,1968.77,0.0359,232.39,60.95,0.0,0.0881,Medium
21147,C,0.9,14,476.89,283,0.4049,147.78,2.5143,1.6851,1.28,12.04,17.71,209.4,0.337,32.7,80.77,0.0,0.002,Low
35915C,C,0.9,14,476.86,347,0.4964,181.19,10.9055,1.3742,1.28,52.23,59.18,256.76,0.2748,9.58,19.3,0.8381,0.4743,Critical
72750C,C,0.9,14,476.4,232,0.3319,121.14,4.0063,2.0534,1.28,19.19,23.83,171.75,0.4107,5.42,16.32,0.7727,0.4795,Critical
21650,C,0.9,14,475.57,658,0.9413,343.59,4.8087,0.7228,1.28,23.03,36.21,487.54,0.1446,31.37,33.32,0.1338,0.1561,High
62096A,C,0.9,14,475.28999999999996,289,0.4134,150.91,1.8657,1.6446,1.28,8.94,14.72,214.2,0.3289,3.72,8.99,0.7475,0.6166,Critical
84247G,C,0.9,14,475.13,1130,1.6166,590.06,6.4685,0.4205,1.28,30.98,53.61,837.65,0.0841,32.12,19.87,0.4008,0.3475,High
17021,C,0.9,14,473.1,1853,2.6509,967.59,34.0356,0.2553,1.28,163.01,200.12,1376.55,0.0511,394.93,148.98,0.0,0.0025,Low
37492C,C,0.9,14,472.65,241,0.3448,125.84,4.2548,1.9612,1.28,20.38,25.2,179.12,0.3922,12.53,36.33,0.503,0.3143,Critical
21379,C,0.9,14,472.4,472,0.6753,246.47,7.5549,1.0008,1.28,36.18,45.64,350.9,0.2002,21.74,32.2,0.5236,0.3319,Critical
22702,C,0.9,14,471.92,226,0.3233,118.01,2.9516,2.0881,1.28,14.14,18.66,168.1,0.4176,22.21,68.68,0.0,0.0547,Medium
84901,C,0.9,14,471.13,123,0.176,64.23,0.6911,3.8303,1.28,3.31,5.77,91.56,0.7661,6.04,34.32,0.0,0.0833,Medium
35599B,C,0.9,14,470.96000000000004,59,0.0844,30.81,0.608,7.9824,1.28,2.91,4.09,43.93,1.5965,4.92,58.34,0.0,0.05,Medium
84846A,C,0.9,14,470.93,207,0.2961,108.09,1.4996,2.275,1.28,7.18,11.33,154.13,0.455,9.24,31.21,0.1842,0.1819,High
90184C,C,0.9,14,470.71,52,0.0744,27.15,0.4351,9.0521,1.28,2.08,3.13,38.73,1.8104,5.22,70.19,0.0,0.0051,Low
72807c,C,0.9,14,470.53000000000003,55,0.0787,28.72,0.8418,8.5551,1.28,4.03,5.13,40.97,1.711,1.86,23.7,0.6367,0.4042,Critical
22927,C,0.9,14,469.6,64,0.0916,33.42,0.8311,7.3375,1.28,3.98,5.26,47.72,1.4675,4.81,52.53,0.0861,0.1283,High
84306,C,0.9,14,469.26,38,0.0544,19.84,0.3896,12.3489,1.28,1.87,2.63,28.34,2.4698,3.71,68.16,0.0,0.0217,Medium
47367B,C,0.9,14,469.15000000000003,133,0.1903,69.45,1.2879,3.5274,1.28,6.17,8.83,99.22,0.7055,15.45,81.21,0.0,0.004,Low
84569B,C,0.9,14,468.78,372,0.5322,194.25,2.4419,1.2602,1.28,11.69,19.15,277.62,0.252,15.36,28.86,0.1978,0.1934,High
35471A,C,0.9,14,468.06,396,0.5665,206.78,3.978,1.182,1.28,19.05,26.98,295.76,0.2364,31.81,56.14,0.0,0.0544,Medium
85215,C,0.9,14,467.73,615,0.8798,321.14,5.1209,0.7605,1.28,24.53,36.84,459.48,0.1521,8.52,9.69,0.7686,0.5785,Critical
72799B,C,0.9,14,467.71000000000004,322,0.4607,168.14,9.2327,1.4525,1.28,44.22,50.67,240.58,0.2905,21.46,46.59,0.5764,0.3319,Critical
21750,C,0.9,14,466.87,221,0.3162,115.4,2.2473,2.1125,1.28,10.76,15.19,165.27,0.4225,3.51,11.12,0.7686,0.5432,Critical
84798B,C,0.9,14,464.85,315,0.4506,164.48,6.6844,1.4757,1.28,32.01,38.32,236.07,0.2951,56.83,126.11,0.0,0.0217,Medium
20793,C,0.9,14,464.5,273,0.3906,142.55,9.0835,1.7015,1.28,43.5,48.97,204.67,0.3403,31.7,81.17,0.3527,0.2201,Critical
20998,C,0.9,14,464.03000000000003,147,0.2103,76.76,0.9037,3.1567,1.28,4.33,7.27,110.26,0.6313,10.73,51.01,0.0,0.0107,Medium
84247E,C,0.9,14,463.1600000000001,156,0.2232,81.46,1.9178,2.969,1.28,9.18,12.31,117.13,0.5938,2.78,12.47,0.7738,0.5189,Critical
90195A,C,0.9,14,462.36,51,0.073,26.63,0.4134,9.0659,1.28,1.98,3.0,38.32,1.8132,5.22,71.53,0.0,0.0033,Low
84972L,C,0.9,14,462.15000000000003,117,0.1674,61.09,0.9174,3.95,1.28,4.39,6.74,87.94,0.79,11.37,67.92,0.0,0.0043,Low
21222,C,0.9,14,461.48,358,0.5122,186.94,2.3279,1.2891,1.28,11.15,18.32,269.28,0.2578,4.93,9.62,0.731,0.6016,Critical
84507C,C,0.9,14,461.46,366,0.5236,191.12,5.1502,1.2608,1.28,24.67,32.0,275.3,0.2522,4.64,8.87,0.8549,0.5554,Critical
21198,C,0.9,14,460.53000000000003,251,0.3591,131.07,2.1036,1.8348,1.28,10.08,15.1,188.99,0.367,3.13,8.7,0.7931,0.5955,Critical
21536,C,0.9,14,460.04,214,0.3062,111.75,1.6622,2.1497,1.28,7.96,12.25,161.22,0.4299,21.09,68.88,0.0,0.0035,Low
84782C,C,0.9,14,459.8,68,0.0973,35.51,0.8509,6.7618,1.28,4.08,5.44,51.24,1.3524,2.97,30.51,0.4541,0.3069,Critical
85159A,C,0.9,14,459.28000000000003,38,0.0544,19.84,0.3165,12.0863,1.28,1.52,2.28,28.65,2.4173,2.6,47.82,0.0,0.0603,Medium
22268,C,0.9,14,457.9,532,0.7611,277.8,6.2058,0.8607,1.28,29.72,40.38,401.72,0.1721,36.74,48.27,0.0901,0.1307,High
85144,C,0.9,14,456.9,66,0.0944,34.46,0.7376,6.9227,1.28,3.53,4.85,49.89,1.3845,7.82,82.85,0.0,0.0092,Low
47594B,C,0.9,14,456.78999999999996,219,0.3133,114.36,1.6448,2.0858,1.28,7.88,12.26,165.57,0.4172,12.62,40.27,0.0,0.0905,Medium
21090,C,0.9,14,456.59999999999997,696,0.9957,363.43,8.4872,0.656,1.28,40.65,54.59,526.3,0.1312,57.39,57.63,0.0,0.0856,Medium
35915B,C,0.9,14,456.51,343,0.4907,179.11,10.9051,1.3309,1.28,52.23,59.1,259.4,0.2662,116.97,238.37,0.0,0.0035,Low
84600,C,0.9,14,456.48,53,0.0758,27.68,0.6567,8.6128,1.28,3.14,4.21,40.08,1.7226,1.62,21.37,0.6148,0.41,Critical
22124,C,0.9,14,455.81000000000006,153,0.2189,79.89,1.413,2.9792,1.28,6.77,9.83,115.8,0.5958,16.5,75.38,0.0,0.0055,Low
47594A,C,0.9,14,455.37,223,0.319,116.44,1.5111,2.042,1.28,7.24,11.7,168.86,0.4084,2.32,7.28,0.8017,0.6478,Critical
21318,C,0.9,14,455.29,263,0.3763,137.33,2.4378,1.7311,1.28,11.68,16.94,199.16,0.3462,17.07,45.37,0.0,0.0978,Medium
84842,C,0.9,14,454.05,771,1.103,402.6,47.1929,0.5889,1.28,226.02,241.46,584.65,0.1178,430.78,390.55,0.0,0.0093,Low
21635,C,0.9,14,454.03,120,0.1717,62.66,1.4489,3.7836,1.28,6.94,9.34,91.0,0.7567,12.74,74.23,0.0,0.0283,Medium
21209,C,0.9,14,453.75,235,0.3362,122.71,1.9907,1.9309,1.28,9.53,14.24,178.26,0.3862,19.96,59.38,0.0,0.0203,Medium
21220,C,0.9,14,453.71,325,0.4649,169.71,2.1458,1.396,1.28,10.28,16.79,246.54,0.2792,10.08,21.67,0.3997,0.3284,Critical
84984B,C,0.9,14,452.95,303,0.4335,158.22,7.7942,1.4949,1.28,37.33,43.4,230.04,0.299,38.85,89.63,0.1047,0.1305,High
84948,C,0.9,14,452.61,269,0.3848,140.46,2.4164,1.6826,1.28,11.57,16.96,204.31,0.3365,13.51,35.1,0.2035,0.1845,High
20621,C,0.9,14,451.67,207,0.2961,108.09,3.932,2.182,1.28,18.83,22.98,157.38,0.4364,25.06,84.63,0.0,0.0776,Medium
21503,C,0.9,14,451.5,1075,1.5379,561.34,6.9764,0.42,1.28,33.41,54.94,817.47,0.084,53.75,34.95,0.0218,0.1086,High
82081,C,0.9,14,451.35,174,0.2489,90.86,2.1693,2.594,1.28,10.39,13.87,132.34,0.5188,10.0,40.19,0.2789,0.2109,Critical
84601A,C,0.9,14,450.84000000000003,110,0.1574,57.44,8.268,4.0985,1.28,39.6,41.8,83.71,0.8197,28.44,180.74,0.3196,0.1982,Critical
72131,C,0.9,14,450.03,609,0.8712,318.0,7.7269,0.739,1.28,37.01,49.2,463.86,0.1478,28.37,32.57,0.4234,0.2879,Critical
85136B,C,0.9,14,449.92,56,0.0801,29.24,0.4103,8.0343,1.28,1.97,3.09,42.66,1.6069,2.45,30.58,0.2064,0.1935,High
35004S,C,0.9,14,448.88,135,0.1931,70.49,1.8677,3.325,1.28,8.95,11.65,102.96,0.665,4.48,23.22,0.6151,0.3995,Critical
20831,C,0.9,14,448.83,252,0.3605,131.59,3.8784,1.7811,1.28,18.57,23.62,192.2,0.3562,41.5,115.12,0.0,0.006,Low
22510,C,0.9,14,448.83,114,0.1631,59.53,0.9251,3.9371,1.28,4.43,6.71,86.95,0.7874,8.35,51.21,0.0,0.0398,Medium
22538,C,0.9,14,447.71,1043,1.4921,544.63,10.2387,0.4293,1.28,49.04,69.93,796.49,0.0859,24.77,16.6,0.6458,0.4597,Critical
21880,C,0.9,14,447.66,604,0.8641,315.39,3.9485,0.7412,1.28,18.91,31.01,461.27,0.1482,43.98,50.9,0.0,0.0155,Medium
17164D,C,0.9,14,447.0,1150,1.6452,600.5,17.7357,0.3887,1.28,84.94,107.97,878.89,0.0777,184.7,112.26,0.0,0.0074,Low
22105,C,0.9,14,446.84000000000003,118,0.1688,61.62,1.5689,3.7868,1.28,7.51,9.88,90.2,0.7574,5.45,32.26,0.4487,0.2998,Critical
85086A,C,0.9,14,446.65,441,0.6309,230.28,2.488,1.0128,1.28,11.92,20.75,337.17,0.2026,8.01,12.7,0.6139,0.5351,Critical
21663,C,0.9,14,446.51000000000005,69,0.0987,36.03,0.74,6.4712,1.28,3.54,4.93,52.76,1.2942,0.57,5.81,0.8836,0.6149,Critical
21723,C,0.9,14,446.13,498,0.7124,260.04,3.2874,0.8958,1.28,15.74,25.72,380.97,0.1792,4.88,6.85,0.8102,0.6606,Critical
85023B,C,0.9,14,444.45000000000005,187,0.2675,97.65,2.9782,2.3767,1.28,14.26,18.01,143.33,0.4753,27.88,104.22,0.0,0.0152,Low
85180B,C,0.9,14,444.28,94,0.1345,49.08,1.8778,4.7264,1.28,8.99,10.88,72.06,0.9453,21.49,159.79,0.0,0.0026,Low
17012A,C,0.9,14,442.78,408,0.5837,213.05,8.389,1.0852,1.28,40.18,48.35,313.3,0.217,8.96,15.35,0.8147,0.49,Critical
