product_id,abc_class,risk_category,simulated_current_stock,safety_stock,reorder_point,avg_daily_demand,demand_std_dev,lead_time,stockout_probability,days_to_stockout
22822,B,Critical,16.24,16.62,19.09,0.2475,3.1849,10,0.0858,65.63
21091,B,Critical,2316.66,2558.26,2754.26,19.5994,490.2989,10,0.0857,118.2
21845,B,High,28.59,23.77,32.66,0.8884,4.5558,10,0.0857,32.18
21090,C,Medium,57.39,40.65,54.59,0.9957,8.4872,14,0.0856,57.63
90160C,C,Medium,3.56,2.51,3.39,0.0629,0.5234,14,0.0854,56.62
22943,A,Critical,63.27,86.58,98.94,1.7668,14.0442,7,0.0854,35.81
84926A,C,Medium,6.87,5.12,6.5,0.0987,1.0694,14,0.0853,69.55
90026D,C,Medium,0.78,0.6,0.74,0.01,0.1251,14,0.0852,78.09
35964,C,Medium,39.51,29.28,37.41,0.5808,6.1143,14,0.0851,68.03
22113,A,Critical,78.98,86.53,114.52,3.9986,14.0368,7,0.0849,19.75
22784,B,High,14.46,12.16,16.5,0.4335,2.3313,10,0.0848,33.36
90059E,C,Medium,2.34,1.59,2.23,0.0458,0.3311,14,0.0847,51.19
84682,C,Medium,24.1,17.06,22.85,0.4134,3.5627,14,0.0847,58.3
84534B,C,Medium,34.45,17.36,33.16,1.1288,3.6251,14,0.0846,30.52
21109,B,High,8.9,6.5,9.98,0.3476,1.2465,10,0.0845,25.6
22711,B,High,116.51,97.13,132.53,3.5408,18.6147,10,0.0841,32.91
20804,C,Medium,36.87,29.08,34.63,0.3963,6.0721,14,0.084,93.03
78027,C,Medium,0.67,0.51,0.63,0.0086,0.1067,14,0.084,78.12
72740B,C,Medium,0.22,0.18,0.2,0.0014,0.0378,14,0.084,150.41
90141E,C,Medium,0.69,0.54,0.64,0.0072,0.1133,14,0.0838,95.8
84901,C,Medium,6.04,3.31,5.77,0.176,0.6911,14,0.0833,34.32
84625A,C,Medium,25.51,17.13,24.12,0.4993,3.5766,14,0.0832,51.1
84870B,C,Medium,4.31,3.02,4.06,0.0744,0.6312,14,0.0831,57.97
20660,C,Medium,6.86,5.03,6.45,0.1016,1.0502,14,0.0831,67.57
79149B,C,Medium,1.45,1.11,1.35,0.0172,0.2327,14,0.083,84.26
22301,A,High,65.54,62.24,90.74,4.0715,10.0967,7,0.0828,16.1
16020C,C,Medium,6.16,4.28,5.8,0.1087,0.8939,14,0.0828,56.65
47580,A,Critical,44.7,53.47,66.33,1.8369,8.6736,7,0.0826,24.33
84206A,C,Medium,6.8,5.25,6.35,0.0787,1.0961,14,0.0824,86.42
84270,A,Critical,625.15,692.67,904.93,30.3233,112.3623,7,0.0824,20.62
35910B,C,Medium,2.1,1.64,1.96,0.0229,0.342,14,0.0823,91.71
90128D,C,Medium,1.54,1.2,1.44,0.0172,0.2505,14,0.0823,89.88
84993b,C,Medium,2.24,1.7,2.1,0.0286,0.3539,14,0.0823,78.32
79144B,C,Medium,13.16,8.83,12.4,0.2546,1.8445,14,0.0822,51.68
84986B,C,Medium,24.92,14.98,23.63,0.618,3.1274,14,0.0822,40.32
84546,C,Medium,3.12,2.49,2.91,0.03,0.5195,14,0.0822,103.96
84709A,C,Medium,1.86,1.28,1.75,0.0329,0.2683,14,0.0821,56.43
22571,A,Critical,105.79,115.95,152.46,5.2146,18.8095,7,0.0819,20.29
37461,B,High,45.53,41.39,51.99,1.0601,7.9325,10,0.0819,42.95
84251J,C,Medium,7.78,5.79,7.27,0.1059,1.2089,14,0.0818,73.53
21311,C,Medium,22.98,16.54,21.5,0.3548,3.4525,14,0.0817,64.76
84910A,B,Critical,55.83,59.38,65.03,0.5651,11.3809,10,0.0816,98.8
90162C,C,Medium,2.77,2.03,2.59,0.0401,0.423,14,0.0813,69.17
21387,C,Medium,4.22,3.4,3.9,0.0358,0.7102,14,0.0811,117.85
22824,C,Medium,0.84,0.63,0.79,0.0114,0.1306,14,0.0811,73.69
85032A,C,Medium,70.11,52.14,65.32,0.9413,10.8873,14,0.0811,74.48
22156,A,Critical,100.31,101.4,140.73,5.6195,16.4483,7,0.0806,17.85
85135C,C,Medium,3.94,2.28,3.72,0.103,0.4767,14,0.0806,38.26
85184d,C,Medium,0.22,0.18,0.2,0.0014,0.0378,14,0.0806,152.62
22316,C,Medium,47.36,32.08,44.32,0.8741,6.6985,14,0.0805,54.18
47592A,C,Medium,18.35,10.71,17.34,0.4735,2.2355,14,0.0805,38.76
71101A,C,Medium,1.31,1.09,1.21,0.0086,0.2269,14,0.0805,152.67
84311,C,Medium,2.4,1.99,2.21,0.0157,0.4161,14,0.0805,152.65
35945,C,Medium,0.22,0.18,0.2,0.0014,0.0378,14,0.0804,152.77
72800C,C,Medium,63.07,47.85,58.47,0.7582,9.9917,14,0.0803,83.19
21943,C,Medium,26.49,15.5,24.99,0.6781,3.2359,14,0.0802,39.06
20730,B,Critical,268.9,278.8,310.37,3.1574,53.4324,10,0.0801,85.16
84670,B,High,211.18,163.33,235.52,7.2189,31.3026,10,0.0801,29.25
22229,C,Medium,23.27,14.09,21.88,0.5565,2.9418,14,0.0798,41.82
22458,B,High,57.1,50.06,64.47,1.4406,9.5942,10,0.0797,39.64
84582,C,Medium,1.37,0.99,1.27,0.02,0.2063,14,0.0797,68.23
84625B,C,Medium,15.39,10.92,14.29,0.2403,2.281,14,0.0795,64.01
20860,C,Medium,1.83,1.31,1.69,0.0272,0.2742,14,0.0794,67.2
21197,C,Medium,13.21,8.68,12.33,0.2604,1.8131,14,0.0794,50.72
85017B,B,High,74.35,67.38,84.18,1.6795,12.9139,10,0.0794,44.27
22127,A,Critical,134.84,173.41,203.35,4.2775,28.1293,7,0.0794,31.52
35001P,C,Medium,0.37,0.31,0.33,0.0014,0.0655,14,0.0793,255.64
16044,C,Medium,1350.93,1113.0,1237.04,8.8598,232.3919,14,0.0791,152.48
85132c,C,Medium,0.22,0.18,0.2,0.0014,0.0378,14,0.0787,153.84
85162B,B,High,80.35,77.44,91.42,1.3977,14.8414,10,0.0786,57.49
22152,B,High,189.06,155.1,211.14,5.6037,29.7251,10,0.0785,33.74
22708,B,High,185.56,173.43,210.27,3.6838,33.2383,10,0.0785,50.37
90185C,C,Medium,3.13,2.31,2.89,0.0415,0.4815,14,0.0784,75.48
85042,A,Critical,73.92,79.97,105.21,3.6052,12.9727,7,0.0781,20.5
21982,A,Critical,1947.84,2786.93,3038.91,35.9971,452.0853,7,0.0781,54.11
22745,A,Critical,84.56,105.19,125.74,2.9356,17.0629,7,0.0781,28.81
21374,C,Medium,14.57,10.07,13.48,0.2432,2.1029,14,0.0779,59.93
90140,C,Medium,0.85,0.63,0.79,0.0114,0.1306,14,0.0779,74.6
21307,C,Medium,67.86,49.02,62.46,0.9599,10.235,14,0.0777,70.69
90182C,C,Medium,0.63,0.48,0.58,0.0072,0.0999,14,0.0776,88.29
20621,C,Medium,25.06,18.83,22.98,0.2961,3.932,14,0.0776,84.63
16256C,C,Medium,17.26,12.74,15.84,0.2217,2.6594,14,0.0774,77.84
90214E,C,Medium,5.41,3.6,5.0,0.1001,0.7523,14,0.0774,53.98
84870C,C,Medium,4.54,3.12,4.19,0.0758,0.6523,14,0.0772,59.84
85027L,C,Medium,9.66,7.02,8.86,0.1316,1.4659,14,0.0771,73.39
20862,C,Medium,32.06,22.97,29.46,0.4635,4.797,14,0.0771,69.17
85232C,C,Medium,0.22,0.18,0.2,0.0014,0.0378,14,0.0765,155.4
21266,C,Medium,2.99,2.27,2.73,0.0329,0.4731,14,0.0765,90.89
22123,C,Medium,13.16,9.49,12.06,0.1831,1.9822,14,0.0765,71.89
84510e,C,Medium,1.7,1.29,1.55,0.0186,0.2697,14,0.0764,91.55
21617,B,High,16.14,13.25,17.9,0.4649,2.5402,10,0.0763,34.71
90160A,C,Medium,1.27,0.88,1.16,0.02,0.1843,14,0.0762,63.28
22581,B,High,90.55,70.17,99.82,2.9657,13.4478,10,0.0761,30.53
84706D,C,Medium,19.77,13.87,18.12,0.3033,2.8969,14,0.076,65.2
71496A,C,Medium,22.48,17.69,20.36,0.1903,3.6946,14,0.0758,118.17
21053,C,Medium,0.2,0.18,0.18,0.0,0.0378,14,0.0758,999.0
22563,A,Critical,155.54,201.2,232.85,4.5207,32.6382,7,0.0757,34.41
22855,A,Critical,72.91,79.96,103.64,3.3834,12.9709,7,0.0757,21.55
DCGS0068,C,Medium,0.33,0.26,0.3,0.0029,0.0535,14,0.0746,114.82
22945,A,Critical,166.27,190.44,238.75,6.9013,30.893,7,0.0745,24.09
35979,C,Medium,7.77,5.44,7.08,0.1173,1.1358,14,0.0745,66.27
22593,A,Critical,107.7,119.75,153.29,4.7926,19.4247,7,0.0745,22.47
17013C,C,Medium,26.25,21.19,23.54,0.1674,4.4253,14,0.0744,156.84
47552A,C,Medium,1.2,0.89,1.09,0.0143,0.1849,14,0.0737,84.06
35160,B,High,137.89,121.49,152.67,3.1187,23.2832,10,0.0736,44.21
84985b,C,Medium,0.23,0.18,0.2,0.0014,0.0378,14,0.0736,157.4
85160A,B,Critical,1362.05,1477.39,1541.63,6.4235,283.1472,10,0.0736,212.04
15058A,B,High,14.41,12.11,15.88,0.3777,2.3204,10,0.0736,38.17
21631,C,Medium,3.66,2.31,3.35,0.0744,0.482,14,0.0735,49.15
85194S,C,Medium,35.69,21.54,32.82,0.8054,4.4973,14,0.0734,44.31
22346,C,Medium,23.12,15.49,21.06,0.3977,3.2343,14,0.0734,58.14
85014B,A,Critical,199.77,252.1,294.87,6.1087,40.8955,7,0.0734,32.7
84450B,C,Medium,10.19,6.53,9.31,0.1989,1.3633,14,0.0732,51.26
37448,A,High,78.34,75.09,106.6,4.5021,12.1808,7,0.0731,17.4
84802B,C,Medium,50.45,37.23,45.38,0.5823,7.7737,14,0.073,86.64
85020,C,Medium,14.34,9.69,13.01,0.2375,2.0223,14,0.0727,60.39
37484,C,Medium,0.23,0.18,0.2,0.0014,0.0378,14,0.0726,158.15
22063,A,Critical,60.22,68.69,85.93,2.4635,11.1422,7,0.0724,24.45
35815P,C,Medium,1.17,0.92,1.04,0.0086,0.1928,14,0.0724,136.53
22831,C,Medium,6.56,4.46,5.94,0.1059,0.9304,14,0.0722,61.99
85198,B,Critical,632.32,653.79,707.71,5.392,125.3002,10,0.0722,117.27
84255A,C,Medium,0.33,0.26,0.3,0.0029,0.0535,14,0.0721,116.08
21012,B,High,89.89,82.33,99.36,1.7039,15.7781,10,0.0721,52.76
22936,C,Medium,1.57,1.21,1.39,0.0129,0.2536,14,0.0721,121.63
21787,A,Critical,233.08,271.01,334.19,9.0258,43.9618,7,0.072,25.82
46775D,B,High,5.13,4.33,5.62,0.1288,0.8296,10,0.0715,39.85
21509,B,High,159.1,97.85,169.96,7.2103,18.7542,10,0.0712,22.07
84856S,B,High,46.21,44.53,51.15,0.6624,8.534,10,0.0712,69.76
82585,C,Medium,15.05,10.47,13.52,0.2175,2.1871,14,0.0711,69.22
22710,B,High,144.08,119.47,157.14,3.7668,22.8967,10,0.0708,38.25
20890,C,Medium,122.93,96.51,108.63,0.8655,20.152,14,0.0708,142.03
35591T,C,Medium,1.59,1.14,1.42,0.02,0.2385,14,0.0707,79.54
PADS,C,Medium,1.06,0.7,0.96,0.0186,0.1454,14,0.0707,57.02
21312,B,High,25.46,23.96,28.05,0.4092,4.5912,10,0.0706,62.22
84708B,C,Medium,5.56,3.44,5.05,0.1144,0.719,14,0.0706,48.59
35443,C,Medium,1.14,0.85,1.01,0.0114,0.1772,14,0.0705,99.27
21208,C,Medium,10.44,6.68,9.44,0.1974,1.3942,14,0.0705,52.9
84012,B,High,36.5,31.67,39.88,0.8212,6.0699,10,0.0703,44.45
22759,A,Critical,119.18,123.71,164.63,5.8455,20.0686,7,0.0703,20.39
21703,B,High,195.13,133.2,209.33,7.6123,25.5291,10,0.0702,25.63
gift_0001_40,C,Medium,0.34,0.26,0.3,0.0029,0.0535,14,0.07,117.17
37464,C,Medium,20.79,12.57,18.86,0.4492,2.6243,14,0.0699,46.28
21744,B,High,17.4,13.24,18.79,0.5551,2.5376,10,0.0699,31.35
22742,B,High,15.41,11.22,16.57,0.5351,2.1511,10,0.0696,28.8
85014A,A,Critical,188.41,241.54,276.54,5.0,39.1811,7,0.0695,37.68
84341B,C,Medium,82.13,51.28,74.13,1.6323,10.7069,14,0.0695,50.31
84675,C,Medium,15.76,10.36,14.15,0.2704,2.1631,14,0.0694,58.3
21252,C,Medium,16.84,11.65,15.02,0.2403,2.4335,14,0.0694,70.07
22797,B,High,4.74,4.07,5.15,0.1087,0.7791,10,0.0693,43.55
22912,C,Medium,5.46,3.83,4.86,0.073,0.8005,14,0.0692,74.83
85070,C,Medium,0.46,0.36,0.4,0.0029,0.0756,14,0.069,160.72
21857,C,Medium,0.34,0.26,0.3,0.0029,0.0535,14,0.0689,117.72
21596,C,Medium,1.23,0.89,1.09,0.0143,0.1849,14,0.0687,85.82
20882,C,Medium,0.53,0.4,0.46,0.0043,0.0845,14,0.0687,123.45
22514,B,High,53.01,46.36,57.63,1.1273,8.8843,10,0.0687,47.03
90145,C,Medium,3.44,2.13,3.1,0.0687,0.4458,14,0.0683,50.15
72796A,C,Medium,1.46,1.07,1.29,0.0157,0.2234,14,0.0683,93.07
90170,C,Medium,4.81,3.0,4.32,0.0944,0.6263,14,0.0682,50.96
22408,C,Medium,34.52,21.4,31.01,0.6867,4.4684,14,0.0681,50.28
35918B,C,Medium,1.43,1.07,1.25,0.0129,0.2236,14,0.0679,110.92
20680,C,Medium,0.85,0.63,0.75,0.0086,0.1308,14,0.0678,99.12
22322,B,High,33.05,23.89,35.32,1.1431,4.5785,10,0.0677,28.91
84884a,C,Medium,1.82,1.25,1.61,0.0258,0.261,14,0.0677,70.62
20770,B,High,45.9,37.09,49.41,1.2318,7.1089,10,0.0676,37.27
22247,C,Medium,41.47,26.68,36.99,0.7368,5.5698,14,0.0675,56.29
22761,C,Medium,1.78,1.26,1.57,0.0215,0.2641,14,0.0674,82.85
21666,B,High,119.71,110.77,130.02,1.9256,21.2286,10,0.0673,62.17
21724,C,Medium,33.84,18.18,30.76,0.8984,3.796,14,0.0672,37.67
17091F,C,Medium,2.11,1.48,1.86,0.0272,0.3086,14,0.0671,77.64
47016,C,Medium,5.71,4.38,4.96,0.0415,0.9145,14,0.0669,137.64
21337,C,Medium,3.81,2.69,3.35,0.0472,0.5607,14,0.0669,80.63
90085,C,Medium,22.65,16.1,19.88,0.2704,3.3612,14,0.0668,83.75
85192S,C,Medium,0.53,0.4,0.46,0.0043,0.0845,14,0.0668,124.52
47556,C,Medium,0.23,0.18,0.2,0.0014,0.0378,14,0.0667,162.5
21437,B,High,53.2,47.86,57.47,0.9614,9.1722,10,0.0665,55.34
37352,C,Medium,1073.15,834.73,927.72,6.6423,174.2897,14,0.0664,161.56
47503J,A,Critical,13.38,15.69,18.95,0.4649,2.5458,7,0.0663,28.79
37479B,B,High,132.36,127.49,143.59,1.6094,24.4345,10,0.0662,82.24
21805,B,High,101.31,76.2,107.97,3.1774,14.6035,10,0.0661,31.89
22768,A,Critical,12.61,14.43,17.69,0.4664,2.34,7,0.0656,27.03
22432,A,Critical,66.16,73.75,92.13,2.6252,11.9641,7,0.0656,25.2
16008,C,Medium,21.73,14.14,19.17,0.3591,2.9521,14,0.0652,60.51
20734,B,High,106.13,93.3,113.88,2.0587,17.8808,10,0.0652,51.55
21440,C,Medium,26.52,14.47,23.88,0.6724,3.0209,14,0.0651,39.44
85095,C,Medium,5.65,4.35,4.85,0.0358,0.9085,14,0.065,157.92
21255,B,High,26.13,21.23,27.86,0.6624,4.0697,10,0.0648,39.44
21851,B,High,39.58,35.19,42.39,0.7196,6.7445,10,0.0645,55.0
22425,B,High,18.09,13.64,19.17,0.5536,2.6133,10,0.0644,32.67
10125,B,High,38.04,28.05,40.26,1.2203,5.3764,10,0.0643,31.17
84529C,C,Medium,5.25,3.1,4.67,0.1116,0.6482,14,0.0642,47.05
21931,A,High,352.24,297.27,455.32,22.578,48.2228,7,0.064,15.6
21260,A,Critical,114.93,139.2,163.21,3.4306,22.58,7,0.064,33.5
90011D,C,Medium,0.34,0.26,0.3,0.0029,0.0535,14,0.064,120.39
35471D,C,Medium,20.76,10.66,18.73,0.5765,2.226,14,0.0638,36.01
84968a,C,Medium,0.34,0.26,0.3,0.0029,0.0535,14,0.0637,120.57
90010A,C,Medium,2.29,1.48,2.0,0.0372,0.3099,14,0.0636,61.55
22061,A,Critical,52.52,57.21,72.27,2.1516,9.2801,7,0.0635,24.41
79070b,C,Medium,0.24,0.18,0.2,0.0014,0.0378,14,0.0634,165.06
90024E,C,Medium,1.74,1.23,1.51,0.02,0.2559,14,0.0634,86.99
82093,C,Medium,15.91,10.99,13.78,0.1989,2.2953,14,0.0633,79.99
85190,C,Medium,13.65,9.22,11.86,0.1888,1.9252,14,0.0632,72.3
84795E,C,Medium,1.3,0.92,1.12,0.0143,0.1925,14,0.0632,90.94
84762C,B,High,7.03,5.96,7.46,0.1502,1.1426,10,0.0631,46.78
84447,C,Medium,6.54,4.31,5.69,0.0987,0.8991,14,0.0627,66.23
90194,C,Medium,1.62,1.07,1.41,0.0243,0.2226,14,0.0626,66.52
48179,C,Medium,5.54,4.05,4.74,0.0486,0.8467,14,0.0625,113.91
17011C,C,Medium,79.23,60.5,67.21,0.4793,12.633,14,0.0625,165.33
21262,B,High,17.88,14.63,18.91,0.4278,2.8048,10,0.0625,41.8
44242B,C,Medium,10.01,7.4,8.54,0.0815,1.5442,14,0.0625,122.72
22615,C,Medium,102.04,55.2,91.06,2.5608,11.5265,14,0.0624,39.85
90063A,C,Medium,1.13,0.79,0.97,0.0129,0.1645,14,0.0623,87.4
21647,B,High,31.84,22.84,33.43,1.0587,4.378,10,0.0623,30.08
90125B,C,Medium,2.02,1.45,1.73,0.02,0.3021,14,0.0621,100.78
37462B,C,Medium,18.02,12.17,15.56,0.2418,2.542,14,0.062,74.52
21289,B,High,44.59,34.56,46.94,1.2375,6.624,10,0.062,36.03
84201C,C,Medium,1.0,0.75,0.85,0.0072,0.1559,14,0.0619,139.49
16048,C,Medium,244.26,169.64,209.72,2.8627,35.4207,14,0.0617,85.33
90060B,C,Medium,0.75,0.54,0.64,0.0072,0.1133,14,0.0617,105.31
20814,C,Medium,23.88,16.89,20.41,0.2518,3.5263,14,0.0615,94.84
35909B,C,Medium,1.14,0.81,0.97,0.0114,0.1689,14,0.0615,99.17
90129E,C,Medium,6.78,4.11,5.93,0.1302,0.8574,14,0.0613,52.06
16256B,C,Medium,39.11,23.68,34.17,0.7496,4.9437,14,0.061,52.17
84789,B,High,13.22,10.25,13.85,0.3605,1.9643,10,0.0609,36.67
21030,C,Medium,9.09,5.71,7.89,0.1559,1.1921,14,0.0608,58.28
20850,C,Medium,169.22,126.2,142.62,1.1731,26.3495,14,0.0606,144.25
20707,B,High,115.97,105.96,122.34,1.6381,20.3074,10,0.0605,70.8
90176B,C,Medium,0.24,0.18,0.2,0.0014,0.0378,14,0.0605,167.42
85159A,C,Medium,2.6,1.52,2.28,0.0544,0.3165,14,0.0603,47.82
22725,B,High,34.44,27.68,36.07,0.8398,5.3042,10,0.0603,41.01
90200B,C,Medium,6.12,3.58,5.36,0.1273,0.7472,14,0.0602,48.1
47583B,C,Medium,4.84,3.54,4.08,0.0386,0.7397,14,0.0602,125.31
20958,C,Medium,4.32,2.93,3.69,0.0544,0.6126,14,0.0602,79.5
21743,A,Critical,43.11,48.24,59.19,1.5651,7.8245,7,0.0602,27.55
20966,A,High,71.53,70.74,95.08,3.4778,11.4746,7,0.0601,20.57
20933,B,High,65.55,62.28,69.17,0.6896,11.9359,10,0.0601,95.05
79144C,C,Medium,10.97,6.41,9.6,0.2275,1.3387,14,0.0601,48.22
84415B,C,Medium,2.38,1.66,2.02,0.0258,0.3459,14,0.0598,92.25
85196,B,High,95.55,77.74,99.94,2.2203,14.8987,10,0.0598,43.04
84679,C,Medium,1.41,1.04,1.18,0.01,0.2172,14,0.0597,140.36
47592B,C,Medium,5.34,3.29,4.63,0.0959,0.6861,14,0.0596,55.74
37474,C,Medium,3.99,2.24,3.51,0.0901,0.4687,14,0.0596,44.32
20759,B,High,1067.46,1043.03,1124.83,8.1803,199.8996,10,0.0595,130.49
21087,C,Medium,11.36,7.37,9.75,0.1702,1.5378,14,0.0594,66.72
79030A,C,Medium,13.61,8.36,11.79,0.2446,1.7457,14,0.0594,55.64
22540,B,High,273.08,231.49,285.35,5.3863,44.3661,10,0.0591,50.7
85099b,B,High,42.62,38.67,44.67,0.5994,7.4115,10,0.059,71.11
79323S,B,High,32.32,31.44,33.96,0.2518,6.0262,10,0.0589,128.36
90089,C,Medium,8.23,5.34,7.05,0.1216,1.1156,14,0.0588,67.72
20857,C,Medium,12.29,6.41,10.85,0.3176,1.3379,14,0.0586,38.7
90001C,C,Medium,0.8,0.54,0.68,0.01,0.1131,14,0.0584,80.26
84706A,C,Medium,22.44,16.08,18.82,0.196,3.3566,14,0.0584,114.48
21922,A,Critical,17.48,18.15,23.4,0.7496,2.9449,7,0.0582,23.32
gift_0001_30,C,Medium,1.25,0.74,1.08,0.0243,0.1542,14,0.058,51.28
16216,C,Medium,64.44,40.78,55.1,1.0229,8.5139,14,0.0578,63.0
21221,C,Medium,18.8,10.63,16.36,0.4092,2.219,14,0.0577,45.94
47348A,C,Medium,1.5,1.1,1.24,0.01,0.23,14,0.0576,149.35
84549,C,Medium,4.29,2.88,3.62,0.0529,0.6021,14,0.0575,81.08
22837,A,Critical,125.04,142.9,171.29,4.0558,23.1806,7,0.0575,30.83
21682,B,High,21.21,16.26,21.92,0.5665,3.1161,10,0.0574,37.43
21677,B,High,46.91,29.34,48.19,1.8841,5.624,10,0.0573,24.9
20820,C,Medium,1.04,0.7,0.88,0.0129,0.146,14,0.0571,81.02
21359,B,High,4.6,3.64,4.75,0.1116,0.6972,10,0.0571,41.2
20901,C,Medium,4.38,2.38,3.82,0.103,0.4972,14,0.0571,42.53
84673B,C,Medium,23.11,13.41,19.96,0.4678,2.7994,14,0.0569,49.41
84482,C,Medium,4.81,2.84,4.14,0.093,0.5924,14,0.0569,51.7
44091A,C,Medium,1.61,1.16,1.34,0.0129,0.242,14,0.0569,125.21
84030b,C,Medium,0.24,0.18,0.2,0.0014,0.0378,14,0.0566,170.67
22168,A,Critical,18.36,19.76,24.68,0.7024,3.2055,7,0.0565,26.13
21902,B,High,185.54,142.07,191.14,4.907,27.2279,10,0.0565,37.81
84422,C,Medium,22.44,14.62,18.94,0.309,3.0524,14,0.0564,72.61
84989B,C,Medium,79.12,47.54,67.75,1.4435,9.9266,14,0.0564,54.81
16012,C,Medium,116.25,66.12,100.26,2.4392,13.8047,14,0.056,47.66
90119,C,Medium,1.96,1.35,1.63,0.02,0.2825,14,0.056,97.91
21228,C,Medium,7.71,4.73,6.57,0.1316,0.9869,14,0.0559,58.6
85006,C,Medium,592.2,452.05,482.38,2.166,94.3876,14,0.0558,273.41
79026B,C,Medium,3.28,1.93,2.81,0.0629,0.4028,14,0.0556,52.13
21742,B,High,9.73,6.45,9.95,0.3505,1.2353,10,0.0556,27.75
84558a,C,Medium,2.32,1.58,1.94,0.0258,0.329,14,0.0554,90.23
21609,B,High,37.68,27.88,38.61,1.073,5.3429,10,0.0553,35.12
21477,A,Critical,27.57,36.6,39.1,0.3577,5.9372,7,0.0553,77.08
22461,B,High,7.19,5.4,7.36,0.196,1.0353,10,0.0552,36.67
21011,B,High,84.24,59.94,86.2,2.6252,11.4885,10,0.0552,32.09
21839,B,High,10.81,8.25,11.08,0.2833,1.5806,10,0.0552,38.17
17091B,C,Medium,22.03,13.23,18.76,0.3948,2.7626,14,0.0552,55.79
21730,A,Critical,27.01,28.74,36.03,1.0415,4.6616,7,0.0549,25.93
72811,C,Medium,48.54,32.55,40.4,0.5608,6.7967,14,0.0548,86.55
22702,C,Medium,22.21,14.14,18.66,0.3233,2.9516,14,0.0547,68.68
90003E,C,Medium,0.98,0.62,0.82,0.0143,0.1303,14,0.0547,68.57
90059F,C,Medium,2.85,1.85,2.39,0.0386,0.3859,14,0.0547,73.85
85186B,C,Medium,2.72,1.95,2.23,0.02,0.4072,14,0.0546,135.87
20659,C,Medium,13.07,7.04,11.29,0.3033,1.4707,14,0.0545,43.08
84804A,C,Medium,25.68,18.13,21.09,0.2117,3.7848,14,0.0544,121.27
35471A,C,Medium,31.81,19.05,26.98,0.5665,3.978,14,0.0544,56.14
22859,C,Medium,7.13,4.86,5.88,0.073,1.0151,14,0.0539,97.71
22257,C,Medium,5.69,3.99,4.67,0.0486,0.833,14,0.0539,117.06
85036C,C,Medium,10.33,6.01,8.79,0.1989,1.2539,14,0.0539,51.93
22419,B,High,171.02,120.84,174.0,5.3162,23.1591,10,0.0538,32.17
84219,C,Medium,16.98,11.32,14.06,0.196,2.3638,14,0.0538,86.62
22074,B,High,46.0,36.02,46.88,1.0858,6.9032,10,0.0537,42.36
84429A,C,Medium,5.16,3.19,4.34,0.0815,0.6668,14,0.0536,63.28
84396,B,High,40.55,33.44,41.34,0.7897,6.4092,10,0.0536,51.35
85110,C,Medium,2018.34,1499.34,1629.12,9.2704,313.0583,14,0.0535,217.72
84859C,C,Medium,29.83,20.19,24.6,0.3147,4.216,14,0.0535,94.77
47518f,C,Medium,0.54,0.36,0.44,0.0057,0.0755,14,0.0533,93.66
21410,B,High,13.81,9.58,14.02,0.4449,1.8351,10,0.0533,31.05
90048,C,Medium,2.8,1.93,2.29,0.0258,0.4033,14,0.0532,108.62
84279B,B,High,38.77,30.75,39.42,0.867,5.8931,10,0.0531,44.72
22035,B,High,88.36,52.27,89.41,3.7139,10.0184,10,0.053,23.79
82072,C,Medium,0.79,0.54,0.64,0.0072,0.1133,14,0.0528,109.92
21543,C,Medium,52.3,36.86,42.55,0.4063,7.6957,14,0.0528,128.71
21336,C,Medium,361.64,271.23,289.89,1.3333,56.6314,14,0.0528,271.23
84963B,C,Medium,2.39,1.65,1.95,0.0215,0.3442,14,0.0526,111.25
84509a,C,Medium,1.18,0.79,0.97,0.0129,0.1645,14,0.0524,91.55
20905,C,Medium,1.54,1.05,1.26,0.0143,0.2202,14,0.0523,107.48
84007,C,Medium,12.12,7.07,10.22,0.2246,1.4765,14,0.0522,53.94
21189,B,High,26.81,20.57,27.12,0.6552,3.9419,10,0.0521,40.92
22574,B,High,132.2,94.04,133.54,3.9499,18.0228,10,0.0519,33.47
84782B,C,Medium,1.33,0.89,1.09,0.0143,0.1849,14,0.0518,92.69
21416,C,Medium,180.95,130.43,145.39,1.0687,27.2338,14,0.0517,169.33
21786,B,High,299.43,219.28,302.25,8.2976,42.0255,10,0.0517,36.09
72484,B,High,142.84,118.33,144.34,2.6009,22.6785,10,0.0516,54.92
21656,B,High,37.91,27.27,38.25,1.0987,5.2259,10,0.0516,34.51
84872a,C,Medium,4.22,2.71,3.47,0.0544,0.5664,14,0.0515,77.56
37494a,C,Medium,1.0,0.72,0.8,0.0057,0.1513,14,0.0514,175.41
22707,C,Medium,55.53,29.42,47.45,1.2876,6.1431,14,0.0514,43.13
21551,B,High,23.13,20.95,23.36,0.2418,4.0143,10,0.0514,95.65
17109C,C,Medium,649.8,460.38,522.93,4.4678,96.1264,14,0.0513,145.44
22899,B,High,46.41,35.74,46.74,1.1001,6.8489,10,0.0511,42.18
21486,A,Critical,42.39,44.51,55.68,1.5951,7.2209,7,0.0511,26.57
84932B,C,Medium,23.61,15.51,19.29,0.2704,3.2384,14,0.0509,87.32
21933,A,Critical,79.93,92.96,107.57,2.0873,15.0799,7,0.0508,38.3
84509E,C,Medium,15.34,10.89,12.29,0.1001,2.2732,14,0.0507,153.13
21911,A,Critical,99.95,107.25,131.81,3.5079,17.3979,7,0.0507,28.49
